Title,prediction
"Untouchables, The (1987)",0.473714326960886
Annie Hall (1977),0.47299182463276995
Twelve Monkeys (1995),0.47124231803824934
Dog Day Afternoon (1975),0.4706275072511274
Four Weddings and a Funeral (1994),0.4701733343031938
"Great Escape, The (1963)",0.46971291224114864
"Insider, The (1999)",0.46537874900678805
Citizen Kane (1941),0.4612822609371777
Clueless (1995),0.4599985980761793
What's Eating Gilbert Grape (1993),0.459856989032325
Driving Miss Daisy (1989),0.4594524140766417
Clerks (1994),0.4587500435395573
Edward Scissorhands (1990),0.4543841221699826
Boogie Nights (1997),0.45334314045032775
Home Alone (1990),0.45302424765528904
Sleeping Beauty (1959),0.45055319652509485
Dumbo (1941),0.45000057117171416
Grease (1978),0.4494055007452892
Alice in Wonderland (1951),0.44914129089241056
Antz (1998),0.4490839115664058
Chariots of Fire (1981),0.44878719001447653
"Maltese Falcon, The (1941)",0.4486741159738505
Mr. Holland's Opus (1995),0.4470528791960222
Patton (1970),0.4466001035382472
Babe: Pig in the City (1998),0.44577818358238247
Air Force One (1997),0.4455159495575841
Unforgiven (1992),0.44341630613020294
Like Water for Chocolate (Como agua para chocolate) (1992),0.43853052084836197
Field of Dreams (1989),0.4374628656743721
My Best Friend's Wedding (1997),0.43585748192651785
"Mummy, The (1999)",0.4356546818681514
Batman (1989),0.43533398664267087
October Sky (1999),0.4352706425041801
101 Dalmatians (1961),0.43511174554580384
Charlotte's Web (1973),0.43105297364244616
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),0.42928385125776874
American Pie (1999),0.4282616279356139
"Good Morning, Vietnam (1987)",0.4278994263516801
Fast Times at Ridgemont High (1982),0.4263815200531086
Fatal Attraction (1987),0.42541511990486963
Misery (1990),0.42180378842864685
"Mask, The (1994)",0.4205926267434458
Die Hard 2 (1990),0.4191873569471026
Fight Club (1999),0.41741701903493167
Rear Window (1954),0.41579109570108097
"Firm, The (1993)",0.4141171925082863
Dave (1993),0.4118214149122764
Mulan (1998),0.41077816786904137
Grosse Pointe Blank (1997),0.4102617552458311
Run Lola Run (Lola rennt) (1998),0.4069940477438717
Singin' in the Rain (1952),0.4063394816595667
"French Connection, The (1971)",0.4040259720846439
Fantasia 2000 (1999),0.4028964836935142
"Muppet Movie, The (1979)",0.3999771065562598
"Big Chill, The (1983)",0.39952500092580034
Superman (1978),0.3980177566420011
Twister (1996),0.39377700462642795
Fried Green Tomatoes (1991),0.39315438501514727
Elizabeth (1998),0.3890660586304056
"Thomas Crown Affair, The (1999)",0.3870013488222654
Leaving Las Vegas (1995),0.38464013205940567
High Fidelity (2000),0.3833298732183176
Homeward Bound: The Incredible Journey (1993),0.3808246630527749
Liar Liar (1997),0.3789272660086818
Midnight Cowboy (1969),0.37841169788287154
Austin Powers: International Man of Mystery (1997),0.3771668572497817
Rudy (1993),0.37545256632215607
Crimson Tide (1995),0.3753191958362252
Stuart Little (1999),0.37438054786091424
My Fair Lady (1964),0.37051671466015
Hercules (1997),0.37010725479917533
"Right Stuff, The (1983)",0.3686841430326775
"Truman Show, The (1998)",0.3672039704173314
Runaway Bride (1999),0.3664187419492474
Ever After: A Cinderella Story (1998),0.36519290997716125
"River Runs Through It, A (1992)",0.3648768106497037
Lawrence of Arabia (1962),0.364601869859641
Legends of the Fall (1994),0.3639462400053704
Pinocchio (1940),0.36327441912558806
"Abyss, The (1989)",0.36182056901596765
"Aristocats, The (1970)",0.3617271843836007
"Graduate, The (1967)",0.3616479194860727
Office Space (1999),0.36036882450767677
Waking Ned Devine (1998),0.36028117083416006
Boys Don't Cry (1999),0.3593985680597306
Election (1999),0.358877335532843
"Santa Clause, The (1994)",0.3588510317805949
Caddyshack (1980),0.35840957533684614
Old Yeller (1957),0.3580259628032572
JFK (1991),0.3579483105243016
Dirty Dancing (1987),0.35777075570350453
Ace Ventura: Pet Detective (1994),0.35712891632948174
Trading Places (1983),0.35555981484216787
Hoop Dreams (1994),0.3545482141333319
Goldfinger (1964),0.35373804681087273
Gandhi (1982),0.3520596211726907
Galaxy Quest (1999),0.35161975082332214
Armageddon (1998),0.35137484575551475
Three Kings (1999),0.35006753291668424
Notting Hill (1999),0.34970834946101903
"Killing Fields, The (1984)",0.3485668497397285
American History X (1998),0.34785441267677886
"Parent Trap, The (1998)",0.3478298208192177
Some Like It Hot (1959),0.3476762661044279
To Kill a Mockingbird (1962),0.3472891551192898
Full Metal Jacket (1987),0.3468888133931082
"South Park: Bigger, Longer and Uncut (1999)",0.3451081778532418
That Thing You Do! (1996),0.3413659849437344
Crocodile Dundee (1986),0.3410435704940217
"Mis�rables, Les (1995)",0.3396212279688623
Maverick (1994),0.3367406253693791
Lethal Weapon 2 (1989),0.33635514593425153
Spartacus (1960),0.3357272138637153
"Dirty Dozen, The (1967)",0.3351287386611454
Wayne's World (1992),0.3339861421791944
Meet Joe Black (1998),0.3339580007400167
"Last Emperor, The (1987)",0.3331754396072923
"Negotiator, The (1998)",0.3331138055568199
Network (1976),0.33174721113679484
Monty Python's Life of Brian (1979),0.3312435204108805
Searching for Bobby Fischer (1993),0.3307093889494398
"Lost World: Jurassic Park, The (1997)",0.3272148653623004
"Shining, The (1980)",0.3261352563478534
"Good, The Bad and The Ugly, The (1966)",0.32353102781995347
Robin Hood (1973),0.32348711445082773
Ransom (1996),0.3226601083913283
Hope Floats (1998),0.3218303371750792
12 Angry Men (1957),0.3215085240786146
"Manchurian Candidate, The (1962)",0.3207189117601445
Clear and Present Danger (1994),0.32001987149308647
Frequency (2000),0.31676734264381134
"Nutty Professor, The (1996)",0.3164854979659426
Lethal Weapon 3 (1992),0.3153887011038151
"Honey, I Shrunk the Kids (1989)",0.3153057849509486
My Cousin Vinny (1992),0.31065216967756554
Stalag 17 (1953),0.3098076852268425
Dazed and Confused (1993),0.3097872658054383
Midnight Express (1978),0.30940868645153285
Bonnie and Clyde (1967),0.30621907048493757
Romancing the Stone (1984),0.30614445003474133
"Deer Hunter, The (1978)",0.3043276807170123
"Prince of Egypt, The (1998)",0.30416516576550967
Brazil (1985),0.3040827356916864
Doctor Zhivago (1965),0.30396543278709165
Fly Away Home (1996),0.30318311152717803
Predator (1987),0.3002595236983072
"American Tail, An (1986)",0.299649004762019
Cape Fear (1991),0.29872743350304676
Almost Famous (2000),0.2954387386941519
"English Patient, The (1996)",0.2939741688610265
Indiana Jones and the Temple of Doom (1984),0.2939506589966964
"Absent Minded Professor, The (1961)",0.2939279302190757
"Nightmare Before Christmas, The (1993)",0.29242654454021627
Howards End (1992),0.2904769113852503
"Player, The (1992)",0.29045663442936187
"Wedding Singer, The (1998)",0.29028203816422277
Roger & Me (1989),0.28816133410259115
Grumpy Old Men (1993),0.2871184958182615
"Guns of Navarone, The (1961)",0.2870483840410911
Superman II (1980),0.2833222770877789
Beetlejuice (1988),0.28125014598018866
"Professional, The (a.k.a. Leon: The Professional) (1994)",0.2800094298580014
Kelly's Heroes (1970),0.2792702083420988
Sneakers (1992),0.2790996686604208
"Fifth Element, The (1997)",0.2777024751383769
Tin Cup (1996),0.27748086125795635
Kramer Vs. Kramer (1979),0.2770094705226406
Planet of the Apes (1968),0.2752516216762996
Remember the Titans (2000),0.27512222790248997
"Birds, The (1963)",0.27354512420850374
Broadcast News (1987),0.2723382340278261
"Big Lebowski, The (1998)",0.27208781596664794
Wag the Dog (1997),0.2719899048205542
Risky Business (1983),0.27125533600751967
Deep Impact (1998),0.2704583155844356
Eyes Wide Shut (1999),0.26975067456998625
Pocahontas (1995),0.2680395550149325
Pee-wee's Big Adventure (1985),0.2647273498935678
Scream (1996),0.26137450385651817
"Joy Luck Club, The (1993)",0.2612359417711103
Patch Adams (1998),0.2610808418215165
"Mask of Zorro, The (1998)",0.26086091797506444
Magnolia (1999),0.2584014458139823
"Rescuers Down Under, The (1990)",0.258341648223369
Duck Soup (1933),0.2583174649092568
Mister Roberts (1955),0.2580892727273672
"Rainmaker, The (1997)",0.25667892005897885
Hoosiers (1986),0.2566523850100968
In the Line of Fire (1993),0.25482052076529543
Miracle on 34th Street (1947),0.2547885834374556
"Adventures of Milo and Otis, The (1986)",0.25403763117886774
"Grifters, The (1990)",0.25346824898606674
Raging Bull (1980),0.25265890494222154
Double Jeopardy (1999),0.2526331608766483
It's a Wonderful Life (1946),0.25196218967431405
Emma (1996),0.25128579078939517
Back to the Future Part II (1989),0.2510849808185087
Starman (1984),0.25093988284828195
Philadelphia (1993),0.25009936903887986
"Sword in the Stone, The (1963)",0.24985392113147958
"Jungle Book, The (1994)",0.24951749572644472
Bowfinger (1999),0.2489066842813195
Never Been Kissed (1999),0.24873396369194198
"World Is Not Enough, The (1999)",0.24872256523345082
GoldenEye (1995),0.2486433783345144
White Christmas (1954),0.24814427528216149
Enemy of the State (1998),0.24720237663988426
"Simple Plan, A (1998)",0.24678876868872926
"Goonies, The (1985)",0.24644954776474845
From Russia with Love (1963),0.2463759762647426
Ronin (1998),0.24628810925941258
Big Daddy (1999),0.24542125144428883
Ordinary People (1980),0.24530954917077819
Face/Off (1997),0.2451241072930841
While You Were Sleeping (1995),0.24451205893225686
Arachnophobia (1990),0.24393249287292157
"Blair Witch Project, The (1999)",0.2432544905632511
"Poseidon Adventure, The (1972)",0.24301250211492562
"Parent Trap, The (1961)",0.2428661851934481
Powder (1995),0.24212485615207982
"Mis�rables, Les (1998)",0.24172193254867208
Casper (1995),0.24073875995635874
F/X (1986),0.2407222055386084
Arthur (1981),0.2406548076346136
Instinct (1999),0.2402806045307048
Star Trek: The Wrath of Khan (1982),0.24010776044419374
"Talented Mr. Ripley, The (1999)",0.2395407916040766
Papillon (1973),0.2388896237505475
Stripes (1981),0.23818616018201805
28 Days (2000),0.238169520416687
"Indian in the Cupboard, The (1995)",0.23776879876313314
"20,000 Leagues Under the Sea (1954)",0.23765563615197774
"Rocky Horror Picture Show, The (1975)",0.2374763457752725
"Saint, The (1997)",0.2364970341324242
Anastasia (1997),0.23643697314884965
Mad Max 2 (a.k.a. The Road Warrior) (1981),0.2363343270978005
101 Dalmatians (1996),0.23614219823931076
Batman Returns (1992),0.2350245313456748
Star Trek: Generations (1994),0.23474376853253
Starship Troopers (1997),0.2345920916240311
"Clockwork Orange, A (1971)",0.23253787783582308
Flight of the Navigator (1986),0.2315773181697273
"Perfect Murder, A (1998)",0.23094708339786316
Broken Arrow (1996),0.23073149748771454
"Rocketeer, The (1991)",0.23060650173860417
Keeping the Faith (2000),0.2304298367687185
Grumpier Old Men (1995),0.23029594655819946
Swiss Family Robinson (1960),0.23012550958371425
"Fisher King, The (1991)",0.22789886377748728
"Wrong Trousers, The (1993)",0.22776311532327517
Wild Things (1998),0.2267437377882053
Con Air (1997),0.22674327236376662
Six Days Seven Nights (1998),0.22673936959188096
"Fly, The (1986)",0.2263995073204178
Do the Right Thing (1989),0.22616638767890015
"Third Man, The (1949)",0.22591887458937132
Snow Falling on Cedars (1999),0.2251925244136167
Space Jam (1996),0.22512496502884974
Get Shorty (1995),0.224887302461185
Say Anything... (1989),0.22430491896607535
L.A. Story (1991),0.22421054091093107
"Natural, The (1984)",0.22379570406510232
Little Big Man (1970),0.22373481243346713
Vertigo (1958),0.2237193054507065
First Knight (1995),0.2234926349369306
Waterworld (1995),0.22337812123339496
Sister Act (1992),0.2229406877610635
Serpico (1973),0.22283149858030074
"Exorcist, The (1973)",0.22243743890889517
"NeverEnding Story, The (1984)",0.22224945172724078
Desperately Seeking Susan (1985),0.22161284069038384
Dinosaur (2000),0.2213310583702478
Entrapment (1999),0.2199374899102981
Terms of Endearment (1983),0.21985575551088365
Cocoon (1985),0.21905442335205846
Oliver! (1968),0.21778384858446537
Bound (1996),0.2173413387988591
"Elephant Man, The (1980)",0.21708485911499747
Deliverance (1972),0.2166549397987814
"Muppet Christmas Carol, The (1992)",0.216570179011405
"Mighty Ducks, The (1992)",0.21541647394003713
Body Heat (1981),0.21498529211458406
"Close Shave, A (1995)",0.21463453279729583
Sabrina (1995),0.21444372418925448
Winnie the Pooh and the Blustery Day (1968),0.21444259463057466
Akira (1988),0.21398673344888636
Scent of a Woman (1992),0.21391430837292874
Sleeper (1973),0.21360594681175676
Breakfast at Tiffany's (1961),0.21343753166771698
King Kong (1933),0.21207662931401194
Mission to Mars (2000),0.21086672326567596
"Color Purple, The (1985)",0.21061743501547353
Wallace & Gromit: The Best of Aardman Animation (1996),0.20990173629193984
Tomorrow Never Dies (1997),0.20987519487951004
"X-Files: Fight the Future, The (1998)",0.20925942771258288
Of Mice and Men (1992),0.20858067816101974
This Is Spinal Tap (1984),0.20802056410329658
Big Trouble in Little China (1986),0.2079844165143837
Miracle on 34th Street (1994),0.20786488479228815
Children of a Lesser God (1986),0.20699128231094727
Donnie Brasco (1997),0.2065293401693005
George of the Jungle (1997),0.20572001936460205
Somewhere in Time (1980),0.20470044693151065
"Room with a View, A (1986)",0.20468823919866683
Far and Away (1992),0.20426204304110743
Dark City (1998),0.20390704337682033
Pretty in Pink (1986),0.2034993884482788
Pete's Dragon (1977),0.20314452183714243
Beavis and Butt-head Do America (1996),0.20293613420303724
"Godfather: Part III, The (1990)",0.20133980484338235
"Affair to Remember, An (1957)",0.20114673304817168
What About Bob? (1991),0.2010692843629502
Fantastic Voyage (1966),0.20078346514635553
Breaking Away (1979),0.20052826575303626
Star Trek IV: The Voyage Home (1986),0.19999087287077094
Heathers (1989),0.1994849427391357
Sophie's Choice (1982),0.19935503744505692
"Brady Bunch Movie, The (1995)",0.19916405034504503
Harold and Maude (1971),0.19832993961984527
Voyage to the Bottom of the Sea (1961),0.19763999967436047
Phenomenon (1996),0.19711735158473231
Army of Darkness (1993),0.19672242666106063
Crimes and Misdemeanors (1989),0.19661867032224073
Bulworth (1998),0.19590563353360796
"Hard Day's Night, A (1964)",0.19546281735925963
"Little Princess, A (1995)",0.19543842159411337
Michael (1996),0.19540881284881528
"Rescuers, The (1977)",0.19422310718768268
Any Given Sunday (1999),0.1940189678935706
"Truth About Cats & Dogs, The (1996)",0.19380577479453845
Much Ado About Nothing (1993),0.19260156774777507
Quiz Show (1994),0.19225897802048503
Smoke Signals (1998),0.19212931382422527
"Cell, The (2000)",0.19182502547850105
"Hustler, The (1961)",0.19104325284730123
Stargate (1994),0.1905477148551118
"Quiet Man, The (1952)",0.19045706659397965
Star Trek: Insurrection (1998),0.19039176402001876
Rocky II (1979),0.19021819747458912
On Golden Pond (1981),0.18949079747615755
Parenthood (1989),0.1894106976313186
Rosemary's Baby (1968),0.1893049213986626
Copycat (1995),0.18857542323098725
"Bodyguard, The (1992)",0.18856579029416384
Wonder Boys (2000),0.18852383340371753
Cool Runnings (1993),0.1882323293489622
Dumb & Dumber (1994),0.18804795849417724
Dogma (1999),0.18757756963776406
Out of Africa (1985),0.18717499200901297
"Addams Family, The (1991)",0.18702900404844397
"Running Man, The (1987)",0.1869696606008645
Out of Sight (1998),0.18624465234125676
Jackie Brown (1997),0.1861402298676606
Strictly Ballroom (1992),0.18606653575664092
Anna and the King (1999),0.18476667505801933
Arsenic and Old Lace (1944),0.18430918634720347
"Devil's Advocate, The (1997)",0.1842339777539033
Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),0.1839625468477543
Hook (1991),0.1838189078172273
My Left Foot (1989),0.1838139770001713
From Here to Eternity (1953),0.18297337835601293
"Longest Day, The (1962)",0.18266859760108006
Chasing Amy (1997),0.18264390429291916
"Contender, The (2000)",0.18229713321794339
Angel Heart (1987),0.18204911990437816
Diner (1982),0.18169304367129788
Meet the Parents (2000),0.18147739033583274
Kingpin (1996),0.18117332110397993
"Outsiders, The (1983)",0.18114348200329164
"Gods Must Be Crazy, The (1980)",0.1807793023498859
"Goofy Movie, A (1995)",0.1800540169455656
"Honey, I Blew Up the Kid (1992)",0.17935766597515163
Five Easy Pieces (1970),0.17868401839749026
Outbreak (1995),0.17828884935469738
Doctor Dolittle (1998),0.17828276631358317
"Birdcage, The (1996)",0.1780003971273974
"Apostle, The (1997)",0.1778515700331783
"Whole Nine Yards, The (2000)",0.17715110708802967
Angels in the Outfield (1994),0.17680472310053597
"Waterboy, The (1998)",0.17678764502741479
"Pelican Brief, The (1993)",0.17673871456376014
Payback (1999),0.17662418446240116
"King and I, The (1956)",0.1765487421223147
Abbott and Costello Meet Frankenstein (1948),0.17640611281210808
Bedknobs and Broomsticks (1971),0.17625273670813374
"Walk in the Clouds, A (1995)",0.17616778378192482
Tombstone (1993),0.17560824069360628
"Game, The (1997)",0.17545400214701776
"Opposite of Sex, The (1998)",0.1749578060033966
Jacob's Ladder (1990),0.1747730055316552
Amistad (1997),0.1745897330437636
Guess Who's Coming to Dinner (1967),0.17452230824958317
Forever Young (1992),0.1743197907321964
Jumanji (1995),0.174310379757471
Robocop (1987),0.17396947749775668
"American in Paris, An (1951)",0.17280441843441555
Help! (1965),0.17272769236345953
"Last Picture Show, The (1971)",0.17256980409268977
What Lies Beneath (2000),0.1725678080511028
Home Alone 2: Lost in New York (1992),0.17206119960546604
Popeye (1980),0.17176820167622908
"Love Bug, The (1969)",0.17113193093435117
Steamboat Willie (1940),0.17104306016851306
Sabrina (1954),0.17065792280154174
Mission: Impossible 2 (2000),0.17024998273142358
Breaker Morant (1980),0.16942672542301043
Backdraft (1991),0.1692792696721721
Courage Under Fire (1996),0.16906437244052536
Interview with the Vampire (1994),0.16794844156846267
Executive Decision (1996),0.1677926863992716
Air Bud (1997),0.1672416170557575
"Odd Couple, The (1968)",0.1667359186084421
"Philadelphia Story, The (1940)",0.1665195240934379
Lethal Weapon 4 (1998),0.16648173327823845
Airplane II: The Sequel (1982),0.166200132530657
Dick (1999),0.16597307424073288
Sleepers (1996),0.16554390109434394
Peggy Sue Got Married (1986),0.1654944459874946
From Dusk Till Dawn (1996),0.16516511410336446
"American Tail: Fievel Goes West, An (1991)",0.16494697425856214
Batman Forever (1995),0.16423104643762945
"Secret of NIMH, The (1982)",0.1641830818052775
Primal Fear (1996),0.16403681657251587
Song of the South (1946),0.16377992712143377
Heat (1995),0.1636212729729983
Return to Oz (1985),0.16329733427481702
Modern Times (1936),0.16309347056510473
"Bridges of Madison County, The (1995)",0.16298194759675283
Little Women (1994),0.162672274443342
"Time to Kill, A (1996)",0.16260270386341472
Shanghai Noon (2000),0.1622099084170397
Gattaca (1997),0.1621585762343252
Casino (1995),0.1621125116835651
"Kentucky Fried Movie, The (1977)",0.1612843046713749
Flubber (1997),0.16044766050755235
Father of the Bride Part II (1995),0.16028421823752362
Happy Gilmore (1996),0.15999938286597976
"Horse Whisperer, The (1998)",0.15947927724513816
So I Married an Axe Murderer (1993),0.1590085179575232
"Amityville Horror, The (1979)",0.15871162745126133
Sommersby (1993),0.15869377214113964
Footloose (1984),0.15852644154268514
Sleepy Hollow (1999),0.15823857859875887
"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",0.15810667732061534
Prizzi's Honor (1985),0.15731357540069527
"Client, The (1994)",0.1572639715483201
Pollyanna (1960),0.15698408876386807
Rounders (1998),0.15669409335328377
Cinema Paradiso (1988),0.1564340299395929
Private Parts (1997),0.1563207667245111
Swingers (1996),0.1562250824040621
"Crow, The (1994)",0.15609325423242093
Some Folks Call It a Sling Blade (1993),0.15597361120838554
Conspiracy Theory (1997),0.15575948461267972
"Remains of the Day, The (1993)",0.15516515495980865
"Karate Kid, The (1984)",0.15492696022909516
Return to Me (2000),0.1547834055619562
Spaceballs (1987),0.1545230847854655
"Adventures of Priscilla, Queen of the Desert, The (1994)",0.15438388874596265
Cat Ballou (1965),0.15384309389887213
Secrets & Lies (1996),0.15337344130222527
One Fine Day (1996),0.15268826014691345
"Dark Crystal, The (1982)",0.15254372323011714
Matilda (1996),0.1523887517564588
Raise the Red Lantern (1991),0.15184856386667206
"Brothers McMullen, The (1995)",0.15175439596987322
"Three Musketeers, The (1993)",0.15082803007927512
"Commitments, The (1991)",0.15024961651504187
His Girl Friday (1940),0.15002974852682838
U-571 (2000),0.14957195520412114
"Bronx Tale, A (1993)",0.14946048881086949
Me Myself I (2000),0.14872380638695434
Rocky III (1982),0.148710156956427
Local Hero (1983),0.14842775469991332
Blue Velvet (1986),0.14824940319512603
Coneheads (1993),0.14765519572261138
"People vs. Larry Flynt, The (1996)",0.14731735171062765
Scary Movie (2000),0.14714947589234048
"Purple Rose of Cairo, The (1985)",0.14695212088760243
Snow Day (2000),0.14672839547425523
Superman III (1983),0.14666540237847558
"Great Muppet Caper, The (1981)",0.14595119814679502
Dial M for Murder (1954),0.1457988395456086
Heaven Can Wait (1978),0.14567086782513766
It Could Happen to You (1994),0.1455292628297373
Around the World in 80 Days (1956),0.14527169784319427
Fools Rush In (1997),0.14508715663900545
Watership Down (1978),0.14482877707193076
Crumb (1994),0.14480226927801298
Muriel's Wedding (1994),0.14457527280646099
"Goodbye Girl, The (1977)",0.14407896403344866
Christmas Vacation (1989),0.1436493657770524
Mr. Smith Goes to Washington (1939),0.1432236491376303
Bicentennial Man (1999),0.14298132448910295
Home Alone 3 (1997),0.14278192989607133
Sixteen Candles (1984),0.14276645092282275
Dragonheart (1996),0.14237308263577136
Arlington Road (1999),0.14190394052617145
Swing Kids (1993),0.1418413326759357
