Title,prediction
Clear and Present Danger (1994),1.1838734050564361
Twister (1996),1.1818514828133837
Austin Powers: International Man of Mystery (1997),1.1799265598623125
"Perfect Storm, The (2000)",1.1738498100172245
Fantasia (1940),1.1718026790796232
Superman (1978),1.1637801672536074
"Graduate, The (1967)",1.162531497682123
Indiana Jones and the Temple of Doom (1984),1.162197725065269
Alien (1979),1.1613286827892741
"Sound of Music, The (1965)",1.1596485138237984
North by Northwest (1959),1.1594981072508597
Snow White and the Seven Dwarfs (1937),1.1533356627783724
"American President, The (1995)",1.1532621906556335
Sneakers (1992),1.1495653276851232
In the Line of Fire (1993),1.1461381052175168
Unforgiven (1992),1.1430818702559595
Batman Returns (1992),1.142708862140526
Pleasantville (1998),1.1420721649812995
Back to the Future Part II (1989),1.1402923308975401
Bull Durham (1988),1.1327492440182738
Patriot Games (1992),1.1325552337026115
"Blues Brothers, The (1980)",1.1317432756275325
Seven (Se7en) (1995),1.1234082718939364
Gone with the Wind (1939),1.1168522259662712
Reservoir Dogs (1992),1.113036108847224
Edward Scissorhands (1990),1.1055675509290912
Apocalypse Now (1979),1.1043722566851408
Crimson Tide (1995),1.1028166958753014
Star Trek: First Contact (1996),1.0999700787970805
Enemy of the State (1998),1.0978927549585171
Pretty Woman (1990),1.0975671759028505
Almost Famous (2000),1.0957375043585291
Caddyshack (1980),1.0943971924588367
Top Gun (1986),1.0915611885783238
Full Metal Jacket (1987),1.085081166193116
It's a Wonderful Life (1946),1.083780062773967
Back to the Future Part III (1990),1.0835100216616267
Blade Runner (1982),1.0834453504553545
Meet the Parents (2000),1.076001096209393
"Sting, The (1973)",1.0751601302342977
Dave (1993),1.074755931289304
American Graffiti (1973),1.0659762754725222
"Little Mermaid, The (1989)",1.05733991618541
Blazing Saddles (1974),1.0567761301613123
Misery (1990),1.0565066133824867
"Abyss, The (1989)",1.0556281932271194
This Is Spinal Tap (1984),1.0555795033566486
Driving Miss Daisy (1989),1.053938077546107
Thelma & Louise (1991),1.047826010303627
Field of Dreams (1989),1.0460921732563069
Glory (1989),1.040458064302282
"Mask, The (1994)",1.0377220135245806
Sling Blade (1996),1.0367580491594297
Three Kings (1999),1.036576799282825
Predator (1987),1.0363106647308036
Face/Off (1997),1.0194636803172021
Crocodile Dundee (1986),1.0187801680218653
"Fish Called Wanda, A (1988)",1.017632375109057
Splash (1984),1.0094965071259858
Ed Wood (1994),1.0081714060415676
JFK (1991),1.0011177278891359
"Right Stuff, The (1983)",0.9998887505386442
Risky Business (1983),0.9989461461647017
American Pie (1999),0.9907992575310369
Mission: Impossible 2 (2000),0.9891712178056373
Backdraft (1991),0.9890233007412523
Cinderella (1950),0.9858746953283917
Armageddon (1998),0.9812513017710021
Citizen Kane (1941),0.9789254990319007
Young Frankenstein (1974),0.9785687718776757
Lady and the Tramp (1955),0.9772322669229098
Christmas Vacation (1989),0.969333455811332
"Full Monty, The (1997)",0.9624080589044249
Animal House (1978),0.9586541675917781
West Side Story (1961),0.9585761904167504
M*A*S*H (1970),0.95264629311345
Con Air (1997),0.9517421642740196
"Truman Show, The (1998)",0.9516611148183094
"Honey, I Shrunk the Kids (1989)",0.9503029401051347
GoldenEye (1995),0.9502910661306246
Star Trek: The Wrath of Khan (1982),0.9428767885734293
Fight Club (1999),0.9412745279906203
My Cousin Vinny (1992),0.9409801582549486
Grease (1978),0.9403856519281761
"Boat, The (Das Boot) (1981)",0.939195813880565
Mrs. Doubtfire (1993),0.9341738383098941
Stargate (1994),0.9317628929269297
"Crying Game, The (1992)",0.9315170060929183
Parenthood (1989),0.930568248989679
Boogie Nights (1997),0.9219465246441525
Wayne's World (1992),0.9210466336068146
Star Trek VI: The Undiscovered Country (1991),0.9208763736554246
"Thin Red Line, The (1998)",0.9206616919842522
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),0.9204053074703662
"Exorcist, The (1973)",0.9174274787120253
Patton (1970),0.9129175333027939
Air Force One (1997),0.9117631130583717
"Clockwork Orange, A (1971)",0.9115724694469857
Clerks (1994),0.9109887665256302
"Mummy, The (1999)",0.9043103091092858
Sleepless in Seattle (1993),0.902936249614087
Witness (1985),0.9029346068521653
Arachnophobia (1990),0.9024589241850854
Robocop (1987),0.8956020266860074
"English Patient, The (1996)",0.8936307792645551
Taxi Driver (1976),0.8928098549055115
My Fair Lady (1964),0.8910684784101893
Ransom (1996),0.8852972089059904
"Natural, The (1984)",0.8840212863261813
"African Queen, The (1951)",0.8839367488165915
Frequency (2000),0.8838355423199766
Maverick (1994),0.8835288918403422
Planet of the Apes (1968),0.8821120887923033
Hoosiers (1986),0.8815903193852125
"Wedding Singer, The (1998)",0.8748397088841323
Dead Man Walking (1995),0.8741407912025041
"Shining, The (1980)",0.8727960082436667
Cocoon (1985),0.8629310063351238
"Mask of Zorro, The (1998)",0.8581392360912561
"Hunchback of Notre Dame, The (1996)",0.8563236668578112
You've Got Mail (1998),0.8556383974389753
Moonstruck (1987),0.8555887855239348
Four Weddings and a Funeral (1994),0.8552269287743244
"Birdcage, The (1996)",0.8536265417942867
Doctor Zhivago (1965),0.8535792503240676
"Fifth Element, The (1997)",0.8478132864663779
Austin Powers: The Spy Who Shagged Me (1999),0.8469938314172448
October Sky (1999),0.8464624146549385
Chinatown (1974),0.8405634164637057
"NeverEnding Story, The (1984)",0.8362283185603958
Clueless (1995),0.8357971120595811
"Naked Gun: From the Files of Police Squad!, The (1988)",0.8355648000753263
"Talented Mr. Ripley, The (1999)",0.8353092033691847
Casino (1995),0.8344834183248581
Dumbo (1941),0.8330852519989586
"South Park: Bigger, Longer and Uncut (1999)",0.830033818268102
Get Shorty (1995),0.829808810712819
Starship Troopers (1997),0.8295723158768156
Pee-wee's Big Adventure (1985),0.8280737586343528
"Rocketeer, The (1991)",0.8268036157682767
Trading Places (1983),0.8258979902451778
Chariots of Fire (1981),0.8255387461454798
Gattaca (1997),0.8254015134523435
Rob Roy (1995),0.8252228259032911
Grosse Pointe Blank (1997),0.8247096136443353
Goldfinger (1964),0.8232058933411595
"Last Emperor, The (1987)",0.8170207737807138
Batman Forever (1995),0.8162807741411953
Sixteen Candles (1984),0.8160791660337716
"Deer Hunter, The (1978)",0.8159748740638407
Tombstone (1993),0.809489526519935
Liar Liar (1997),0.8072921843398315
Sleeping Beauty (1959),0.8070021271947564
Star Trek: Generations (1994),0.8069556403755962
Heat (1995),0.8066938537872093
Election (1999),0.805947657358729
Mr. Mom (1983),0.805518801809368
"Fisher King, The (1991)",0.7991163496869069
Run Lola Run (Lola rennt) (1998),0.798091507808552
Mr. Holland's Opus (1995),0.7973748528700925
"Killing Fields, The (1984)",0.7973310262355948
"Firm, The (1993)",0.7971171120287956
Vertigo (1958),0.7964345142925969
Leaving Las Vegas (1995),0.7964175675447313
Notting Hill (1999),0.7960231006257434
Roger & Me (1989),0.7943474385801548
Home Alone (1990),0.7886655571339849
"Big Lebowski, The (1998)",0.7878850320292679
Cool Hand Luke (1967),0.7870603129915098
Scream (1996),0.7869396277804556
"Dirty Dozen, The (1967)",0.7861827437044364
Jumanji (1995),0.7796625988390394
"Nightmare Before Christmas, The (1993)",0.7788380053424986
Breakfast at Tiffany's (1961),0.7779124291411634
Little Shop of Horrors (1986),0.777205674943872
"Jungle Book, The (1967)",0.7768668487353422
"Jerk, The (1979)",0.768959491022097
High Fidelity (2000),0.7681040248322
U-571 (2000),0.7676967090765447
Magnolia (1999),0.7672986776953495
Star Trek IV: The Voyage Home (1986),0.7668184150568123
Lethal Weapon 2 (1989),0.7569291901391498
"X-Files: Fight the Future, The (1998)",0.7498405373390225
Grumpy Old Men (1993),0.7497270864964941
"Big Chill, The (1983)",0.7482316641665534
Pocahontas (1995),0.7463445252282851
Tomorrow Never Dies (1997),0.7403801789649717
"Godfather: Part III, The (1990)",0.7400075912393502
Poltergeist (1982),0.7399651612156407
Peter Pan (1953),0.7395583554639682
Fast Times at Ridgemont High (1982),0.7389501402463265
Elizabeth (1998),0.7385970866910825
Stripes (1981),0.7376463579815633
Lethal Weapon 3 (1992),0.7309211865739238
What's Eating Gilbert Grape (1993),0.7289273366047602
Fatal Attraction (1987),0.72633846552604
Antz (1998),0.7226931018346228
Singin' in the Rain (1952),0.7214557872960236
Starman (1984),0.7206283049203066
"Good, The Bad and The Ugly, The (1966)",0.7205615068213553
"Rocky Horror Picture Show, The (1975)",0.7205296924556474
Office Space (1999),0.7189803383676286
Rear Window (1954),0.7188561380565202
Dumb & Dumber (1994),0.7118458421671741
Sleepy Hollow (1999),0.7118171006145985
Legends of the Fall (1994),0.7112151231510487
Highlander (1986),0.7109875884788472
Escape from New York (1981),0.710472859840666
Chasing Amy (1997),0.710381467071009
Happy Gilmore (1996),0.710218779745196
Say Anything... (1989),0.7083816768348109
Rudy (1993),0.702299067629118
Spaceballs (1987),0.7020926608374867
Scent of a Woman (1992),0.7020658608016729
Outbreak (1995),0.7019928138124866
"Game, The (1997)",0.701393253564326
Best in Show (2000),0.7005130625861393
Superman II (1980),0.6963707571760315
Wag the Dog (1997),0.6919839141864911
"River Runs Through It, A (1992)",0.6909843528107305
"Goonies, The (1985)",0.6904106113329496
Dog Day Afternoon (1975),0.68569992732415
Tron (1982),0.6842547478112515
Raging Bull (1980),0.6829666546871984
What About Bob? (1991),0.6826660207666665
Ordinary People (1980),0.6819488151685903
Rushmore (1998),0.6819375260201793
Remember the Titans (2000),0.6819285066343479
Annie Hall (1977),0.6818775415124196
Quiz Show (1994),0.6817263846159108
Fried Green Tomatoes (1991),0.6816932343340917
Alice in Wonderland (1951),0.6813863839114794
Some Like It Hot (1959),0.681226851471229
"French Connection, The (1971)",0.6811795397269913
"Negotiator, The (1998)",0.6752796033943735
Waterworld (1995),0.6736893590993964
Rosemary's Baby (1968),0.6721457003012942
Powder (1995),0.6651816484061587
Sense and Sensibility (1995),0.6647766672441224
Space Jam (1996),0.6635001513363055
"Addams Family, The (1991)",0.6634622031821127
Dick Tracy (1990),0.6631311851850443
Time Bandits (1981),0.6631300269156616
G.I. Jane (1997),0.6626653038769029
"Maltese Falcon, The (1941)",0.6626354645240773
Better Off Dead... (1985),0.6621193483719959
Cliffhanger (1993),0.6617453971542865
Mulan (1998),0.6560283280574871
"Nutty Professor, The (1996)",0.6545294431903893
Interview with the Vampire (1994),0.6541752636863339
Far and Away (1992),0.6534230633967516
Basic Instinct (1992),0.6529416491851703
Swingers (1996),0.6523885310118355
Heathers (1989),0.6519394605343545
"Great Escape, The (1963)",0.6517414667327113
"Cider House Rules, The (1999)",0.6514223236718549
Miracle on 34th Street (1947),0.650630690871165
Midnight Cowboy (1969),0.6478753171282225
Vacation (1983),0.6445683717320629
Hook (1991),0.6442889923050252
Gandhi (1982),0.6437355031219965
Monty Python's Life of Brian (1979),0.6433177179966367
"Muppet Movie, The (1979)",0.6431773839046189
Conspiracy Theory (1997),0.643109306766632
My Best Friend's Wedding (1997),0.6428981484517851
"Whole Nine Yards, The (2000)",0.6425750227585347
Broadcast News (1987),0.6420260557965713
Bambi (1942),0.6401997259991521
Kramer Vs. Kramer (1979),0.6346814225272527
Cape Fear (1991),0.6346745392748043
Six Days Seven Nights (1998),0.6342838796083595
Airplane II: The Sequel (1982),0.6342706904458492
Trainspotting (1996),0.6333435333854305
Die Hard: With a Vengeance (1995),0.6332125153558661
Jackie Brown (1997),0.6331444220682879
Fletch (1985),0.6324379541050524
"Iron Giant, The (1999)",0.6281853700401083
Ronin (1998),0.6279532048186368
Deep Impact (1998),0.6243780064203488
Young Guns (1988),0.6241091565005452
Deliverance (1972),0.6235797305287437
"Karate Kid, The (1984)",0.6160939471274229
On the Waterfront (1954),0.61559270806849
Hercules (1997),0.6152375747143384
Babe: Pig in the City (1998),0.6141379972622336
"Insider, The (1999)",0.6141027851322924
"Fly, The (1986)",0.6129025141739469
Pretty in Pink (1986),0.6127077469502511
Mad Max 2 (a.k.a. The Road Warrior) (1981),0.607460131966871
"Elephant Man, The (1980)",0.6050648580849244
Blade (1998),0.5971425201012993
"Jewel of the Nile, The (1985)",0.5957745241254626
L.A. Story (1991),0.5956021349165055
"Day the Earth Stood Still, The (1951)",0.5953496556421618
Gremlins (1984),0.5950556562032512
"Poseidon Adventure, The (1972)",0.5949254672374304
Mars Attacks! (1996),0.5945752342771842
Willow (1988),0.594456878371089
"Professional, The (a.k.a. Leon: The Professional) (1994)",0.5937527204151869
Out of Sight (1998),0.5934148282181945
Dirty Dancing (1987),0.5867437388588842
Ruthless People (1986),0.5862082273272483
Alien� (1992),0.5861306009348763
Mr. Smith Goes to Washington (1939),0.585797986651618
"Birds, The (1963)",0.5852179750058326
Lawrence of Arabia (1962),0.5801915178438473
Batman & Robin (1997),0.5775563582484263
Army of Darkness (1993),0.5772699544694807
From Here to Eternity (1953),0.5769680861985809
"Bodyguard, The (1992)",0.5765917602913146
On Golden Pond (1981),0.5765551143594883
12 Angry Men (1957),0.5759888562727515
Working Girl (1988),0.5754675375941521
Dangerous Liaisons (1988),0.5754009281281303
Searching for Bobby Fischer (1993),0.5751582290469129
Sister Act (1992),0.5681938451272017
Wild Things (1998),0.5666991253687591
Dazed and Confused (1993),0.5665102318934079
Do the Right Thing (1989),0.56649875121315
Flight of the Navigator (1986),0.5661272299214722
Arsenic and Old Lace (1944),0.5657887925714224
From Russia with Love (1963),0.5657722567388441
Boys Don't Cry (1999),0.5620808089360162
"Prince of Egypt, The (1998)",0.5609116104292632
"Gods Must Be Crazy, The (1980)",0.5576263768074344
"Thing, The (1982)",0.557099158242895
Bonnie and Clyde (1967),0.5569129052816411
"Devil's Advocate, The (1997)",0.5566596622484029
While You Were Sleeping (1995),0.5565195730318291
"Client, The (1994)",0.5562193376630694
Waiting for Guffman (1996),0.5557717956615539
"Secret Garden, The (1993)",0.5551511068626699
Natural Born Killers (1994),0.5508125439703568
"World Is Not Enough, The (1999)",0.5499446765905592
Tarzan (1999),0.5490051769998096
Three Amigos! (1986),0.5489495909763443
Out of Africa (1985),0.5486969589928657
That Thing You Do! (1996),0.5483344186800407
Breaking Away (1979),0.548140054342417
"Red Violin, The (Le Violon rouge) (1998)",0.5478487305566608
Forever Young (1992),0.54763123390735
Rush Hour (1998),0.5476253061430826
"Remains of the Day, The (1993)",0.546703279884082
Donnie Brasco (1997),0.5466921228851301
"Grifters, The (1990)",0.5466753732170082
"Simple Plan, A (1998)",0.546180530518645
Patch Adams (1998),0.5405170449720179
Ace Ventura: Pet Detective (1994),0.5399479146658349
Star Trek: Insurrection (1998),0.5388092471337684
"Santa Clause, The (1994)",0.5385407110320249
From Dusk Till Dawn (1996),0.537943472370322
White Christmas (1954),0.5377881983155236
Lethal Weapon 4 (1998),0.5375599790091339
Mad Max (1979),0.537038697413901
Stalag 17 (1953),0.536616376480164
Terms of Endearment (1983),0.536552822049803
"Lock, Stock & Two Smoking Barrels (1998)",0.5365376631183943
Brazil (1985),0.5363555848274194
So I Married an Axe Murderer (1993),0.5292792561061647
Eyes Wide Shut (1999),0.5282913963813344
"Dark Crystal, The (1982)",0.5278968534758449
Duck Soup (1933),0.5278194907090943
Star Trek III: The Search for Spock (1984),0.5277557731969924
Analyze This (1999),0.5273561996512015
"Apartment, The (1960)",0.527282054114918
Doctor Dolittle (1967),0.5202014655255554
"Grapes of Wrath, The (1940)",0.520006544886656
"Running Man, The (1987)",0.5198736759747383
Private Parts (1997),0.5193666227039108
"Brady Bunch Movie, The (1995)",0.5182424712969471
Adventures in Babysitting (1987),0.517583471442277
Spartacus (1960),0.5173166878286308
Carrie (1976),0.5172115777060599
Being There (1979),0.509623722634891
Stuart Little (1999),0.5093684204735873
"Mosquito Coast, The (1986)",0.5091701394436992
Predator 2 (1990),0.5089762714847408
Philadelphia (1993),0.5089514701173726
Go (1999),0.5088333316355765
Mission to Mars (2000),0.5083895004119479
Jacob's Ladder (1990),0.508360995444642
Hot Shots! Part Deux (1993),0.5083603109062302
Single White Female (1992),0.5081896176460403
Courage Under Fire (1996),0.5081691890264887
"Civil Action, A (1998)",0.5078788007128562
Broken Arrow (1996),0.5018005840431633
Rumble in the Bronx (1995),0.501762159776648
Tommy Boy (1995),0.5004631303515217
Network (1976),0.5001086596359695
Midnight Run (1988),0.4994829134265332
Falling Down (1993),0.49937265580477214
"Nightmare on Elm Street, A (1984)",0.49937243441842816
"Muppets Take Manhattan, The (1984)",0.49930417242221986
Dogma (1999),0.4989253375725515
"War of the Worlds, The (1953)",0.4987572078438219
Stir of Echoes (1999),0.49867345327046486
"American Werewolf in London, An (1981)",0.4984581949619306
Cop Land (1997),0.4981980602501077
Scary Movie (2000),0.4919382085508263
Robin Hood: Prince of Thieves (1991),0.491543759311357
"Saint, The (1997)",0.4912956683101436
Desperately Seeking Susan (1985),0.49090479386725916
Primal Fear (1996),0.49080384692800183
"Cell, The (2000)",0.4905995396085788
"Joy Luck Club, The (1993)",0.48993852711022934
F/X (1986),0.4895477944102115
"Blair Witch Project, The (1999)",0.4890719742955986
Alien: Resurrection (1997),0.489004176812805
Sleeper (1973),0.48872332496030546
American Psycho (2000),0.4886989804516547
Return to Me (2000),0.4885788887427743
Phenomenon (1996),0.48361221616448125
Dragonheart (1996),0.48250133630366315
"Three Musketeers, The (1993)",0.4821112094987151
Days of Thunder (1990),0.4817886103961608
Bram Stoker's Dracula (1992),0.48122906939037124
"Perfect Murder, A (1998)",0.4809377406430934
Red Dawn (1984),0.48064522014735267
"Streetcar Named Desire, A (1951)",0.4805213165984706
Cape Fear (1962),0.4804545797297889
Children of a Lesser God (1986),0.4803307223666916
"Great Muppet Caper, The (1981)",0.48010922140429224
Gods and Monsters (1998),0.4799706135225711
"Return of the Pink Panther, The (1974)",0.47992205477612876
Big Night (1996),0.4795856709975294
Pink Floyd - The Wall (1982),0.4795050498296681
Star Trek: The Motion Picture (1979),0.47946809735639473
"20,000 Leagues Under the Sea (1954)",0.47943857811720214
Real Genius (1985),0.4791539421590929
"Producers, The (1968)",0.4788095043246123
"Hudsucker Proxy, The (1994)",0.4782591296177737
James and the Giant Peach (1996),0.47336847585817365
Rocky IV (1985),0.4724837121164362
Like Water for Chocolate (Como agua para chocolate) (1992),0.47154737999408836
Footloose (1984),0.47150669531773476
Crocodile Dundee II (1988),0.4713697928296785
Harold and Maude (1971),0.4710815648659198
"Hard Day's Night, A (1964)",0.4710002352954427
All About Eve (1950),0.47070156705859195
"Quick and the Dead, The (1995)",0.4705083967523663
Much Ado About Nothing (1993),0.4703820753093969
"American Tail, An (1986)",0.4700517491155926
Old Yeller (1957),0.4699958772993753
"Ice Storm, The (1997)",0.4694736056644014
"King and I, The (1956)",0.4691770330854578
Waking Ned Devine (1998),0.4620765733309719
"Odd Couple, The (1968)",0.461854082301727
"Crow, The (1994)",0.46153574333729286
Romy and Michele's High School Reunion (1997),0.46148656804294447
Ghostbusters II (1989),0.46134019679767657
Demolition Man (1993),0.46110441558440707
Fantasia 2000 (1999),0.46103860938695596
Midnight in the Garden of Good and Evil (1997),0.46103278125105235
"Straight Story, The (1999)",0.4609619247123256
"Purple Rose of Cairo, The (1985)",0.4609073796308199
Dune (1984),0.4609047486276255
Malcolm X (1992),0.4608537206968899
Scrooged (1988),0.46064279247024176
Anna and the King (1999),0.4602876828675039
Under Siege (1992),0.45993894587041473
Bowfinger (1999),0.4598276853484735
Mister Roberts (1955),0.4596814625581529
"Waterboy, The (1998)",0.4524570534293768
Live and Let Die (1973),0.4524255959883068
Somewhere in Time (1980),0.452062254745507
Sophie's Choice (1982),0.45168708239759053
"Piano, The (1993)",0.45096365013753953
Halloween (1978),0.45087262429208874
Bedknobs and Broomsticks (1971),0.4507494921007642
101 Dalmatians (1961),0.4507099475473897
Private Benjamin (1980),0.45053773449274936
Westworld (1973),0.45023689010405593
Serpico (1973),0.44531163998680656
Executive Decision (1996),0.44524526926208574
"Man in the Iron Mask, The (1998)",0.4440234655462216
Excalibur (1981),0.4439580896295708
Big Daddy (1999),0.4431137063623886
"Naked Gun 2 1/2: The Smell of Fear, The (1991)",0.4431026554815455
Popeye (1980),0.44275270652593907
Dead Again (1991),0.4425563744574806
Ladyhawke (1985),0.4425028010451188
"Player, The (1992)",0.44239485747868573
American History X (1998),0.4419084844007055
Invasion of the Body Snatchers (1956),0.44175866968657224
"Philadelphia Story, The (1940)",0.4417186699888828
Weird Science (1985),0.4415923548192548
Boiler Room (2000),0.4413490469605995
Arthur (1981),0.44124043677966435
Conan the Barbarian (1982),0.441023502272186
King Kong (1933),0.44100901383156005
"Manchurian Candidate, The (1962)",0.4369230668209392
Shanghai Noon (2000),0.43346666425430375
Wild Wild West (1999),0.4334353589439877
European Vacation (1985),0.43326992458057656
Howards End (1992),0.4329640950339571
Mystery Men (1999),0.4329062843465038
"Omen, The (1976)",0.4328411543684675
French Kiss (1995),0.43258400898870103
"Opposite of Sex, The (1998)",0.4322524306403334
"Net, The (1995)",0.43223061561883974
"Ghost and the Darkness, The (1996)",0.4321787542342801
"Rainmaker, The (1997)",0.4317727280461546
"Longest Day, The (1962)",0.4316562764851438
Crumb (1994),0.43136831411972965
Man on the Moon (1999),0.430823952306505
"Contender, The (2000)",0.42327147088193606
Snake Eyes (1998),0.42244789189313303
Space Cowboys (2000),0.42243354680143086
Rules of Engagement (2000),0.42241507758959085
Victor/Victoria (1982),0.4223053244409325
Cruel Intentions (1999),0.4223020358374939
"Lawnmower Man, The (1992)",0.42229112879445785
"Hustler, The (1961)",0.42225368445158873
Rounders (1998),0.42206106113689684
"American in Paris, An (1951)",0.4220398174091267
Little Big Man (1970),0.4219113173519917
Of Mice and Men (1992),0.42188694340277283
Superman III (1983),0.4218834994509388
Evil Dead II (Dead By Dawn) (1987),0.4217506418022447
Dark City (1998),0.42158583065844685
Night of the Living Dead (1968),0.4212293860936032
No Way Out (1987),0.42120635609583845
Gigi (1958),0.4208778794844691
Big Trouble in Little China (1986),0.41596235719679775
Rocky III (1982),0.41541509030200496
"Treasure of the Sierra Madre, The (1948)",0.4137222345594841
Moonraker (1979),0.4133997191012513
"Adventures of Priscilla, Queen of the Desert, The (1994)",0.41303288588311154
Keeping the Faith (2000),0.41290282976684556
Rebel Without a Cause (1955),0.41273395801205304
Escape from the Planet of the Apes (1971),0.4126670685028159
True Romance (1993),0.4126385978653802
101 Dalmatians (1996),0.41256209802712224
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),0.4125123807494678
"Verdict, The (1982)",0.4124698858371829
"Fabulous Baker Boys, The (1989)",0.41240075803969156
Frankenstein (1931),0.41239476379545303
28 Days (2000),0.4123622504060924
True Grit (1969),0.412298845406868
"Commitments, The (1991)",0.4120301183762985
Blue Velvet (1986),0.4117283820898115
Heavy Metal (1981),0.4116224840137794
Kingpin (1996),0.4115742043698155
Hoop Dreams (1994),0.41136170962694507
2010 (1984),0.40657664545663286
Teenage Mutant Ninja Turtles (1990),0.40612012293352473
Mad Max Beyond Thunderdome (1985),0.4058330005525552
Doctor Dolittle (1998),0.4047345256850902
Final Destination (2000),0.4036601914930057
"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",0.40353148781624054
Blast from the Past (1999),0.40337510208100075
