IDLink,slot0,slot1
76,-1.0,-1.0
77,16.069444444444443,53.55555555555556
79,8.055555555555555,12.0
81,-1.0,2.7777777777777777
82,1502.4166666666667,3149.625
83,-0.8611111111111112,0.0
84,6.416666666666667,8.0
85,-0.5277777777777778,0.8611111111111112
87,-1.0,121.59722222222223
88,1.3333333333333333,5.0
89,5.583333333333333,40.083333333333336
90,1.1527777777777777,7.805555555555555
91,20.194444444444443,44.513888888888886
92,0.5,26.819444444444443
98,0.4722222222222222,2.0
99,-1.0,-1.0
100,0.05555555555555555,18.0
201,-1.0,46.833333333333336
202,7.819444444444445,127.18055555555556
203,-1.0,8.694444444444445
204,-0.7777777777777778,0.0
207,-1.0,-0.3888888888888889
208,-0.875,0.0
209,-1.0,-0.027777777777777776
214,-0.8055555555555556,2.2777777777777777
225,-0.6805555555555556,3.4305555555555554
227,-1.0,-0.8055555555555556
232,-1.0,-0.3472222222222222
236,-0.9166666666666666,0.0
240,-1.0,-0.1111111111111111
241,-1.0,-0.027777777777777776
243,-0.7222222222222222,0.0
252,-1.0,-0.8194444444444444
272,-1.0,-0.4027777777777778
280,-0.6805555555555556,0.0
292,-1.0,13.0
294,-1.0,0.4583333333333333
396,3.6527777777777777,4.0
403,-1.0,-1.0
405,-0.375,0.0
406,42.22222222222222,83.33333333333333
409,13.416666666666666,18.75
410,0.1388888888888889,1.0
411,91.375,169.52777777777777
412,4.444444444444445,9.38888888888889
413,41.97222222222222,83.33333333333333
417,0.5277777777777778,1.0
431,4.111111111111111,8.416666666666666
433,0.6666666666666666,14.0
434,-0.027777777777777776,0.0
435,0.125,2.0
440,41.458333333333336,130.51388888888889
441,-0.013888888888888888,0.0
442,-0.05555555555555555,0.0
443,1.0138888888888888,4.0
444,0.05555555555555555,1.0
445,660.8055555555555,1354.4166666666667
449,-1.0,24.958333333333332
450,3.4166666666666665,57.59722222222222
451,-0.6666666666666666,0.0
452,5.708333333333333,20.333333333333332
453,97.94444444444444,144.59722222222223
460,4.111111111111111,5.0
461,0.6944444444444444,1.0
462,0.5694444444444444,5.277777777777778
463,1.1944444444444444,3.638888888888889
467,77.08333333333333,152.88888888888889
471,0.2777777777777778,2.0
472,26.083333333333332,84.86111111111111
474,2.3472222222222223,3.0
477,4.986111111111111,5.0
478,0.2222222222222222,1.0
479,2.1527777777777777,4.0
482,3.486111111111111,4.0
488,-1.0,-1.0
489,0.4861111111111111,1.0
492,1.75,2.0
495,9.5,18.0
497,0.06944444444444445,1.0
498,3.1805555555555554,6.472222222222222
499,-1.0,5.208333333333333
500,3.7777777777777777,5.0
501,2.888888888888889,3.0
502,-1.0,-0.3055555555555556
503,0.8055555555555556,2.0
504,-0.1388888888888889,0.0
505,2.8194444444444446,9.041666666666666
506,-0.027777777777777776,0.0
508,-0.5416666666666666,0.0
512,-0.027777777777777776,0.0
514,10.722222222222221,17.0
515,-0.6944444444444444,0.0
516,-0.041666666666666664,0.0
517,0.75,1.0
520,41.375,50.75
521,-1.0,20.5
526,26.47222222222222,36.25
529,0.8472222222222222,1.3333333333333333
530,0.0,0.0
531,4.472222222222222,5.0
534,1.5138888888888888,2.0
535,0.8333333333333334,1.0
537,-0.3472222222222222,0.0
538,4.513888888888889,9.0
539,12.38888888888889,109.36111111111111
540,216.31944444444446,294.0138888888889
543,15.777777777777779,35.611111111111114
549,0.8333333333333334,1.0
550,4.305555555555555,5.0
551,1.25,3.9722222222222223
552,-0.013888888888888888,0.0
554,2.638888888888889,3.0
555,-0.013888888888888888,0.0
556,-1.0,2.5972222222222223
557,2.3194444444444446,3.0
558,6.652777777777778,10.0
571,-0.3333333333333333,0.0
576,2.0972222222222223,3.8055555555555554
577,0.0,2.4444444444444446
578,13.597222222222221,28.375
579,1.875,2.0
580,1.9166666666666667,2.0
581,11.88888888888889,15.0
582,28.194444444444443,71.0
583,0.75,1.0
584,-1.0,-0.5138888888888888
585,-0.3333333333333333,0.0
589,15.027777777777779,28.5
590,5.458333333333333,11.097222222222221
591,-0.08333333333333333,0.0
592,-0.125,0.0
600,57.68055555555556,115.40277777777777
601,-0.08333333333333333,0.0
602,327.1666666666667,357.0
605,9.027777777777779,12.916666666666666
606,2.3194444444444446,3.0
615,30.23611111111111,37.416666666666664
616,0.75,1.0
617,9.36111111111111,22.833333333333332
618,-0.013888888888888888,0.0
619,-0.16666666666666666,0.0
623,-0.041666666666666664,0.0
626,24.069444444444443,39.388888888888886
627,9.083333333333334,14.416666666666666
628,20.63888888888889,136.76388888888889
633,-0.4305555555555556,0.0
638,0.7222222222222222,1.0
639,2.7222222222222223,3.0
640,52.18055555555556,86.5
645,-0.3333333333333333,0.0
648,0.9166666666666666,1.0
649,8.36111111111111,11.98611111111111
650,0.0,0.0
656,-0.4861111111111111,0.0
657,3.4027777777777777,8.180555555555555
658,0.5277777777777778,1.9444444444444444
659,-0.013888888888888888,0.0
665,11.305555555555555,12.666666666666666
666,4.944444444444445,19.61111111111111
672,4.666666666666667,7.583333333333333
673,0.9166666666666666,1.0
674,0.0,0.0
675,79.41666666666667,120.72222222222223
680,-0.027777777777777776,0.0
681,5.222222222222222,7.0
682,0.8194444444444444,2.0
687,-0.5,0.0
690,28.01388888888889,41.125
691,13.805555555555555,14.0
696,-0.3333333333333333,0.0
697,-0.375,0.0
699,5.902777777777778,6.0
700,2.388888888888889,4.0
701,1.2777777777777777,2.0
702,3.25,4.0
705,19.65277777777778,27.26388888888889
706,0.9722222222222222,1.0
707,-0.16666666666666666,0.0
711,8.805555555555555,13.277777777777779
712,-0.013888888888888888,0.0
713,4.916666666666667,7.0
714,20.98611111111111,36.18055555555556
715,-1.0,2.1666666666666665
716,-1.0,-1.0
717,-0.041666666666666664,0.0
724,4.819444444444445,5.0
725,380.6666666666667,546.6944444444445
733,8.375,10.0
734,0.5,1.0
740,-0.013888888888888888,0.0
741,3.0,3.0
745,-0.3333333333333333,0.0
748,12.402777777777779,13.0
749,-0.041666666666666664,0.0
750,0.8055555555555556,1.0
751,-1.0,-1.0
754,-1.0,-1.0
757,-0.3333333333333333,0.0
767,-0.041666666666666664,0.0
768,1.75,2.861111111111111
771,1.625,2.0
773,0.0,0.0
774,90.0,133.06944444444446
776,0.1527777777777778,2.861111111111111
777,2.4444444444444446,3.0
778,0.0,0.0
779,12.833333333333334,43.583333333333336
783,47.02777777777778,191.70833333333334
785,0.9861111111111112,2.0
786,10.180555555555555,12.0
794,2.1527777777777777,3.0
795,3.0416666666666665,4.0
798,303.1388888888889,919.6527777777778
802,2.7916666666666665,9.847222222222221
805,1.7083333333333333,2.0
809,5.486111111111111,118.25
811,40.77777777777778,58.986111111111114
813,0.6388888888888888,1.0
814,25.083333333333332,53.125
815,-0.5555555555555556,0.0
817,0.0,0.0
818,0.9583333333333334,1.0
820,-0.041666666666666664,0.0
821,0.0,0.0
822,0.16666666666666666,4.291666666666667
823,52.68055555555556,89.98611111111111
824,-0.3333333333333333,0.0
825,41.083333333333336,62.93055555555556
826,-0.013888888888888888,0.1111111111111111
827,19.86111111111111,31.90277777777778
828,12.083333333333334,16.930555555555557
831,-0.027777777777777776,0.0
832,92.84722222222223,327.9861111111111
833,0.9305555555555556,1.0
834,4.944444444444445,10.652777777777779
835,-0.05555555555555555,0.1388888888888889
839,0.75,2.4027777777777777
840,-0.041666666666666664,0.0
841,-0.08333333333333333,0.0
842,-0.06944444444444445,0.0
843,-0.5416666666666666,0.0
844,1.5138888888888888,3.1527777777777777
847,-0.3055555555555556,1.0
848,359.93055555555554,1020.9027777777778
849,37.666666666666664,191.70833333333334
850,-0.3611111111111111,0.0
851,-0.027777777777777776,1.7638888888888888
852,9.583333333333334,45.166666666666664
853,10.805555555555555,23.0
857,4.236111111111111,6.0
858,-0.5416666666666666,0.0
859,-0.013888888888888888,0.0
860,5.972222222222222,7.0
862,47.09722222222222,55.0
863,26.875,55.0
864,-0.013888888888888888,0.0
865,0.6388888888888888,1.2361111111111112
868,52.333333333333336,147.33333333333334
869,6.291666666666667,15.36111111111111
870,-1.0,-1.0
871,0.7638888888888888,2.0
872,-0.027777777777777776,0.0
873,632.6944444444445,1111.263888888889
874,-0.3333333333333333,0.0
875,12.402777777777779,13.0
876,5.611111111111111,8.847222222222221
877,-0.16666666666666666,0.0
878,5.597222222222222,10.430555555555555
879,-0.20833333333333334,0.0
880,0.08333333333333333,1.0
885,0.2222222222222222,1.0
886,0.75,1.0
887,11.875,22.90277777777778
889,164.31944444444446,469.1666666666667
890,32.5,40.0
891,-0.18055555555555555,1.0
892,1350.6666666666667,2611.4305555555557
893,0.8333333333333334,1.0
897,3.3055555555555554,5.0
898,-0.3055555555555556,0.0
899,-1.0,-0.013888888888888888
900,41.30555555555556,82.19444444444444
901,70.83333333333333,186.68055555555554
903,0.8472222222222222,4.708333333333333
904,-0.375,0.0
905,0.4444444444444444,1.0
906,-0.1111111111111111,1.0
908,77.79166666666667,206.83333333333334
909,5.333333333333333,7.0
911,5.847222222222222,8.0
912,0.5833333333333334,1.375
913,5.708333333333333,6.0
916,-0.3611111111111111,0.0
917,0.08333333333333333,1.0
920,84.86111111111111,139.79166666666666
921,-0.013888888888888888,0.0
922,0.5833333333333334,1.0
924,3.5416666666666665,6.861111111111111
925,20.02777777777778,25.88888888888889
926,3.486111111111111,5.0
927,1.25,2.0
928,0.08333333333333333,1.0
935,0.75,1.0
938,16.583333333333332,21.194444444444443
939,-0.013888888888888888,0.0
940,-0.027777777777777776,0.0
942,0.6388888888888888,1.0
943,8.416666666666666,24.430555555555557
944,-0.7222222222222222,1.1111111111111112
945,3.263888888888889,5.0
948,11.11111111111111,22.88888888888889
949,0.0,0.0
950,0.6666666666666666,1.0
958,0.6666666666666666,1.0
959,0.0,0.0
960,-1.0,17.22222222222222
961,11.86111111111111,19.0
970,0.75,1.0
971,8.01388888888889,15.944444444444445
976,-0.027777777777777776,0.0
981,-0.5416666666666666,1.1111111111111112
987,8.375,9.0
988,0.9166666666666666,1.0
999,0.5277777777777778,1.0
1000,0.7222222222222222,1.0
1003,-0.16666666666666666,0.0
1004,18.26388888888889,35.72222222222222
1005,16.833333333333332,21.88888888888889
1006,0.9583333333333334,1.0
1013,0.3888888888888889,1.0
1022,7.597222222222222,12.0
1023,14.402777777777779,18.305555555555557
1024,5.708333333333333,6.0
1028,-0.25,0.0
1029,21.958333333333332,28.0
1031,0.8611111111111112,1.0
1038,-0.3333333333333333,0.0
1042,24.72222222222222,41.34722222222222
1043,-0.013888888888888888,0.0
1046,1.5416666666666667,2.0
1047,0.8888888888888888,1.7222222222222223
1048,0.2222222222222222,1.0
1055,-1.0,5.5
1056,2.1666666666666665,3.0
1060,0.0,0.0
1061,63.513888888888886,129.33333333333334
1067,14.416666666666666,21.34722222222222
1068,221.48611111111111,574.6944444444445
1075,-0.3333333333333333,0.0
1078,2.1527777777777777,3.0
1079,43.44444444444444,163.08333333333334
1080,1.3055555555555556,2.736111111111111
1081,-0.1388888888888889,0.0
1082,12.76388888888889,30.208333333333332
1083,13.375,16.86111111111111
1084,1.7916666666666667,2.736111111111111
1087,139.04166666666666,218.91666666666666
1088,-0.375,1.3888888888888888
1089,1.875,2.0
1095,-0.041666666666666664,0.7777777777777778
1096,624.0138888888889,1808.861111111111
1097,-0.041666666666666664,0.0
1098,2.1666666666666665,3.0555555555555554
1099,13.38888888888889,32.34722222222222
1100,0.0,0.0
1104,2.1944444444444446,4.055555555555555
1111,46.013888888888886,78.18055555555556
1114,-0.4444444444444444,1.6111111111111112
1115,12.63888888888889,20.541666666666668
1116,4.958333333333333,7.0
1121,4.666666666666667,9.5
1123,-0.4583333333333333,0.0
1124,0.5,1.0
1125,2.1527777777777777,4.0
1126,6.611111111111111,16.59722222222222
1127,1.9166666666666667,4.0
1128,0.75,2.0
1129,0.25,1.0
1139,4.930555555555555,9.11111111111111
1142,-0.2916666666666667,0.0
1144,39.138888888888886,114.51388888888889
1145,6.625,8.0
1146,0.4861111111111111,1.0
1148,40.52777777777778,73.41666666666667
1151,52.47222222222222,186.11111111111111
1152,0.5,1.0
1153,1.5833333333333333,2.0
1154,11.041666666666666,16.805555555555557
1155,415.68055555555554,1782.375
1156,3.75,9.722222222222221
1157,9.444444444444445,12.0
1159,4.083333333333333,5.0
1160,-0.1111111111111111,0.0
1162,29.319444444444443,78.04166666666667
1164,111.875,194.44444444444446
1167,-0.4305555555555556,0.0
1168,16.84722222222222,25.13888888888889
1169,-0.19444444444444445,0.0
1170,-0.4027777777777778,0.0
1174,-0.05555555555555555,0.0
1175,-0.25,1.0
1179,14.125,27.875
1180,0.7222222222222222,1.9583333333333333
1182,10.125,23.305555555555557
1184,0.8472222222222222,1.375
1185,-0.013888888888888888,0.0
1186,3.25,4.0
1188,-0.3333333333333333,0.0
1189,5.277777777777778,10.694444444444445
1190,-0.3333333333333333,0.0
1194,2.5277777777777777,4.0
1195,0.9166666666666666,1.0
1198,2.625,5.0
1201,1.9305555555555556,2.0
1203,-0.3333333333333333,1.5138888888888888
1204,11.36111111111111,19.916666666666668
1206,0.16666666666666666,1.0
1207,0.3611111111111111,1.0
1210,6.444444444444445,15.527777777777779
1212,17.458333333333332,109.97222222222223
1213,1.9166666666666667,3.0
1217,347.3888888888889,1685.2777777777778
1223,-0.027777777777777776,0.0
1224,50.138888888888886,122.11111111111111
1226,4.152777777777778,5.0
1227,-0.20833333333333334,3.3194444444444446
1228,12.694444444444445,36.208333333333336
1230,8.791666666666666,18.01388888888889
1231,-0.2638888888888889,0.0
1232,0.2916666666666667,1.0
1233,3.9583333333333335,6.763888888888889
1234,-0.375,0.0
1235,7.208333333333333,11.0
1236,5.222222222222222,8.652777777777779
1237,1.8333333333333333,2.0
1238,2.6805555555555554,3.0
1239,-0.06944444444444445,0.0
1241,6.666666666666667,7.0
1243,-1.0,1.0694444444444444
1249,8.01388888888889,9.0
1251,2.25,3.0
1252,1.3611111111111112,2.0
1253,-0.4166666666666667,0.0
1254,-0.4166666666666667,1.7083333333333333
1255,-0.375,2.625
1256,-0.4027777777777778,0.0
1257,-0.3333333333333333,0.0
1258,-0.027777777777777776,0.0
1260,0.3055555555555556,1.0
1263,0.9166666666666666,1.0
1264,115.61111111111111,396.0416666666667
1265,0.8333333333333334,2.0
1267,0.0,0.0
1268,3.25,5.0
1273,35.94444444444444,89.80555555555556
1274,0.0,0.0
1276,-0.3333333333333333,0.0
1280,-0.6388888888888888,1.0
1283,-0.8055555555555556,0.0
1284,-0.6111111111111112,1.0
1285,-0.6111111111111112,1.0
1297,-0.875,2.0
1298,0.05555555555555555,1.0
1301,3.25,7.263888888888889
1302,2.7916666666666665,10.722222222222221
1303,0.1111111111111111,1.8333333333333333
1304,-0.05555555555555555,3.0
1306,-0.7638888888888888,0.0
1307,-0.7638888888888888,0.0
1309,10.875,24.84722222222222
1310,1.7777777777777777,4.0
1312,248.47222222222223,542.125
1313,-0.4444444444444444,0.0
1314,0.4583333333333333,3.75
1315,14.055555555555555,28.0
1316,0.19444444444444445,1.0
1317,1.8472222222222223,8.319444444444445
1320,-0.7222222222222222,0.0
1322,-0.375,0.0
1323,40.55555555555556,110.25
1327,1.5555555555555556,3.0
1328,-0.4444444444444444,0.6111111111111112
1329,2.6666666666666665,5.0
1331,-0.6944444444444444,0.0
1332,3.8194444444444446,8.98611111111111
1333,-1.0,5.305555555555555
1335,18.76388888888889,76.40277777777777
1336,-0.375,0.0
1340,5.0,40.125
1341,239.36111111111111,781.8472222222222
1346,7.430555555555555,30.444444444444443
1349,0.3333333333333333,1.0
1350,23.65277777777778,47.625
1352,-0.6527777777777778,0.0
1356,-1.0,16.180555555555557
1358,-0.25,1.0
1359,-0.625,0.0
1360,-0.3194444444444444,0.0
1361,-0.2777777777777778,0.0
1362,2.0694444444444446,4.0
1366,5.694444444444445,9.0
1367,0.3055555555555556,1.0
1368,1.9861111111111112,9.583333333333334
1369,-0.3055555555555556,0.0
1370,2.263888888888889,4.75
1371,-0.3055555555555556,0.0
1372,1.2083333333333333,2.0
1375,40.236111111111114,127.56944444444444
1376,16.694444444444443,25.0
1379,41.763888888888886,127.97222222222223
1380,-0.5833333333333334,0.0
1381,-0.5833333333333334,0.0
1382,-0.5833333333333334,0.0
1386,2.0833333333333335,4.055555555555555
1387,1.2083333333333333,2.0
1388,1.2083333333333333,2.0
1390,11.86111111111111,34.31944444444444
1395,249.58333333333334,689.8055555555555
1397,12.375,192.41666666666666
1398,3.0277777777777777,6.0
1399,0.4305555555555556,1.0
1400,0.5,1.0
1401,2.75,4.0
1402,5.902777777777778,16.09722222222222
1403,1.3333333333333333,2.0
1404,9.208333333333334,18.833333333333332
1405,1.1666666666666667,2.0
1406,-0.3194444444444444,1.4722222222222223
1408,-0.5277777777777778,0.18055555555555555
1410,12.166666666666666,17.84722222222222
1411,0.6388888888888888,1.0
1412,1800.0972222222222,3284.222222222222
1413,-1.0,-1.0
1414,-1.0,-0.3611111111111111
1415,-0.5138888888888888,0.0
1416,-0.5138888888888888,0.0
1419,-0.18055555555555555,0.875
1420,1.5,3.0
1421,-0.18055555555555555,0.0
1422,-0.18055555555555555,0.0
1423,2.2777777777777777,3.0
1424,5.763888888888889,10.0
1428,81.01388888888889,225.20833333333334
1431,0.20833333333333334,1.9444444444444444
1437,-0.125,0.0
1438,2.75,11.208333333333334
1440,-0.4583333333333333,0.0
1442,2.3333333333333335,3.5555555555555554
1443,29.13888888888889,44.638888888888886
1447,2.0,3.0
1448,-0.1388888888888889,0.0
1449,46.27777777777778,80.40277777777777
1452,4.541666666666667,6.0
1453,47.666666666666664,75.98611111111111
1454,29.680555555555557,37.958333333333336
1457,1.75,7.402777777777778
1458,-1.0,-0.9027777777777778
1460,12.875,31.180555555555557
1461,-0.1388888888888889,0.09722222222222222
1462,2.111111111111111,3.0
1464,0.6666666666666666,1.0
1465,5.902777777777778,12.0
1469,7.680555555555555,12.0
1470,70.08333333333333,75.0
1472,2.0555555555555554,6.111111111111111
1473,10.958333333333334,19.125
1474,16.73611111111111,27.0
1475,0.6388888888888888,1.0
1476,1.0833333333333333,2.0
1477,0.16666666666666666,1.0
1478,-0.20833333333333334,0.0
1481,6.638888888888889,11.0
1483,20.36111111111111,38.236111111111114
1484,1.625,2.0
1485,9.666666666666666,23.13888888888889
1488,-0.375,0.0
1489,-0.375,0.0
1490,-0.375,0.0
1494,0.2777777777777778,1.0
1496,0.3888888888888889,1.0
1497,6.041666666666667,7.0
1498,-0.2638888888888889,0.0
1500,-0.3611111111111111,0.0
1501,4.291666666666667,10.444444444444445
1503,7.958333333333333,10.777777777777779
1504,-0.013888888888888888,0.2777777777777778
1505,-0.16666666666666666,1.0
1506,0.0,0.0
1508,0.9861111111111112,3.0
1509,-0.25,1.0
1512,1.25,2.0
1513,2012.0,3381.8333333333335
1514,5.416666666666667,6.0
1515,-0.375,5.930555555555555
1516,6.777777777777778,24.819444444444443
1518,0.16666666666666666,1.0
1523,1.1666666666666667,3.0
1524,-1.0,-0.5416666666666666
1525,-0.013888888888888888,0.0
1526,-0.041666666666666664,0.0
1528,9.98611111111111,13.0
1529,1.375,2.0
1530,-1.0,-0.5694444444444444
1532,-0.3333333333333333,0.0
1533,12.805555555555555,22.166666666666668
1534,-0.041666666666666664,0.0
1535,2.75,9.0
1536,-0.08333333333333333,1.0
1537,2.4166666666666665,3.0
1541,6.888888888888889,20.84722222222222
1544,0.9166666666666666,1.0
1545,1.6805555555555556,4.166666666666667
1546,-0.05555555555555555,1.0
1548,-0.3472222222222222,0.0
1549,6.25,18.541666666666668
1550,3.6944444444444446,8.0
1551,2.638888888888889,8.694444444444445
1553,16.27777777777778,56.59722222222222
1555,6.152777777777778,9.972222222222221
1557,4.291666666666667,7.611111111111111
1558,1.2222222222222223,2.0
1559,0.75,1.0
1560,-0.027777777777777776,0.0
1561,90.47222222222223,326.7916666666667
1562,0.041666666666666664,2.0
1563,-0.5555555555555556,0.6805555555555556
1564,0.6666666666666666,5.347222222222222
1565,0.3333333333333333,1.0
1566,1.0833333333333333,2.0
1567,0.5833333333333334,2.0
1570,2.25,8.666666666666666
1572,0.8472222222222222,15.0
1574,1.25,5.611111111111111
1575,0.875,4.0
1576,-0.9444444444444444,0.0
1583,0.3611111111111111,1.0
1584,30.944444444444443,73.61111111111111
1589,48.736111111111114,73.97222222222223
1590,1.0833333333333333,2.0
1592,4.625,19.11111111111111
1593,-0.19444444444444445,1.0
1594,-0.5972222222222222,0.0
1596,0.2222222222222222,2.0
1598,32.44444444444444,88.69444444444444
1599,-0.2361111111111111,0.0
1600,17.84722222222222,25.0
1601,64.13888888888889,107.83333333333333
1602,-0.3194444444444444,0.0
1603,3.0833333333333335,5.0
1605,-0.5694444444444444,0.0
1606,0.2916666666666667,2.0
1607,-0.5833333333333334,0.0
1610,-0.2222222222222222,0.0
1612,3.3055555555555554,5.0
1613,0.2916666666666667,2.0
1614,-0.2361111111111111,0.0
1615,0.3472222222222222,2.0
1617,-0.5416666666666666,0.0
1618,-0.2222222222222222,1.0
1619,0.5833333333333334,1.0
1620,1.1666666666666667,2.0
1623,3.5694444444444446,9.0
1624,-0.5277777777777778,0.0
1625,-0.5138888888888888,0.0
1626,5.486111111111111,8.0
1627,7.041666666666667,10.0
1628,0.6666666666666666,1.0
1629,1.5,4.805555555555555
1630,0.0,1.0
1632,9.652777777777779,18.51388888888889
1633,1.9583333333333333,3.0
1634,-0.1527777777777778,0.0
1635,-0.4722222222222222,0.0
1636,-0.4722222222222222,0.0
1637,-0.4722222222222222,0.0
1639,-0.125,0.0
1641,-0.4583333333333333,0.0
1642,-0.4583333333333333,0.0
1643,-0.4583333333333333,0.0
1645,0.5277777777777778,1.0
1646,7.888888888888889,9.0
1647,56.111111111111114,117.11111111111111
1648,-0.19444444444444445,0.0
1649,-0.5416666666666666,0.0
1650,0.5555555555555556,1.0
1651,21.36111111111111,26.84722222222222
1652,-0.1388888888888889,0.0
1653,-0.1111111111111111,0.0
1655,-0.4305555555555556,0.0
1656,-0.5694444444444444,0.0
1658,12.180555555555555,15.625
1659,2.1666666666666665,3.0
1660,-0.6666666666666666,0.7083333333333334
1661,5.805555555555555,7.597222222222222
1662,-0.125,0.0
1663,22.583333333333332,27.0
1664,1.4027777777777777,2.8472222222222223
1668,1.3888888888888888,4.0
1669,1.4305555555555556,2.0
1670,-0.1111111111111111,0.0
1671,-0.09722222222222222,0.0
1672,6.625,8.819444444444445
1673,28.194444444444443,51.888888888888886
1674,0.8333333333333334,1.0
1678,-0.4027777777777778,0.0
1679,7.305555555555555,15.291666666666666
1680,18.875,41.416666666666664
1681,162.33333333333334,574.2638888888889
1682,48.09722222222222,68.875
1683,2.5416666666666665,3.0
1684,-0.09722222222222222,0.0
1685,34.30555555555556,73.80555555555556
1686,0.5,1.0
1687,5.208333333333333,6.0
1688,3.4166666666666665,8.75
1689,0.75,6.0
1690,92.23611111111111,160.31944444444446
1691,1.9722222222222223,3.0
1692,3.6805555555555554,5.0
1693,-0.3611111111111111,0.0
1694,-0.375,0.0
1696,-0.013888888888888888,0.0
1697,28.51388888888889,51.75
1698,2.0416666666666665,6.986111111111111
1699,33.19444444444444,56.583333333333336
1703,-0.08333333333333333,0.0
1704,40.125,60.111111111111114
1705,12.694444444444445,26.27777777777778
1706,8.180555555555555,29.77777777777778
1707,-0.041666666666666664,0.0
1712,0.6527777777777778,1.0
1713,1.8194444444444444,2.0
1714,2.0,2.0
1718,-0.3333333333333333,0.0
1719,2.263888888888889,3.4444444444444446
1720,-0.3333333333333333,0.0
1721,1.0833333333333333,3.0
1722,5.138888888888889,8.0
1725,3.861111111111111,4.0
1726,34.65277777777778,59.84722222222222
1727,0.0,0.0
1729,-0.3472222222222222,0.0
1730,12.944444444444445,16.26388888888889
1731,-0.041666666666666664,0.0
1732,-0.013888888888888888,0.0
1733,7.430555555555555,11.597222222222221
1737,0.3055555555555556,2.5833333333333335
1739,-1.0,-0.1388888888888889
1740,1.0555555555555556,3.0694444444444446
1741,3.2083333333333335,5.0
1743,7.569444444444445,12.430555555555555
1746,-1.0,-0.75
1748,6.166666666666667,17.23611111111111
1749,2.5694444444444446,4.0
1750,0.05555555555555555,1.0
1751,-0.2222222222222222,0.0
1752,0.18055555555555555,4.0
1758,-0.5,5.0
1759,2.2222222222222223,3.0
1761,-0.4722222222222222,0.0
1763,-0.1388888888888889,0.0
1766,0.1111111111111111,1.0
1768,0.5138888888888888,1.0
1769,-0.18055555555555555,0.0
1770,43.59722222222222,63.90277777777778
1771,1.4583333333333333,2.0
1772,50.81944444444444,70.33333333333333
1773,33.388888888888886,91.30555555555556
1774,2.3333333333333335,3.0
1781,-0.08333333333333333,0.0
1782,5.375,34.47222222222222
1783,2.236111111111111,7.375
1784,4.944444444444445,38.583333333333336
1785,18.194444444444443,40.93055555555556
1786,0.8055555555555556,1.0
1787,3.1805555555555554,5.0
1788,9.555555555555555,21.0
1789,25.805555555555557,114.06944444444444
1791,-0.5,0.0
1792,-0.5,0.0
1796,2.388888888888889,3.5277777777777777
1797,9.680555555555555,22.51388888888889
1799,0.16666666666666666,1.0
1800,2.2222222222222223,5.541666666666667
1801,1.5,2.0
1802,0.75,1.0
1805,2.361111111111111,4.0
1809,-0.1388888888888889,0.5
1813,11.291666666666666,13.222222222222221
1814,69.81944444444444,147.11111111111111
1819,-0.5694444444444444,0.0
1823,1.6666666666666667,3.0
1826,0.3888888888888889,1.375
1827,20.63888888888889,38.34722222222222
1828,-0.08333333333333333,0.0
1829,10.63888888888889,23.416666666666668
1830,7.333333333333333,10.347222222222221
1831,-0.16666666666666666,0.0
1833,0.5,2.0
1834,-0.375,0.0
1840,0.0,1.0
