Title,similarity
Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),0.9997331079530777
Elstree Calling (1930),0.9997331079530777
Waltzes from Vienna (1933),0.9997331079530777
Yankee Zulu (1994),0.9997331079530777
"Bloody Child, The (1996)",0.9997331079530777
"Stranger, The (1994)",0.9997331079530777
Anna (1996),0.9997331079530777
Chain of Fools (2000),0.9997331079530777
Kestrel's Eye (Falkens �ga) (1998),0.9997331079530777
Santa with Muscles (1996),0.9997331079530777
Night Tide (1961),0.9997331079530777
"Alley Cats, The (1968)",0.9997331079530777
Bittersweet Motel (2000),0.9997331079530777
Harlem (1993),0.9997331079530777
Love Walked In (1998),0.9997331079530777
Tinseltown (1998),0.9997331079530777
Foolish (1999),0.9997331079530777
Metisse (Caf� au Lait) (1993),0.9997331079530777
Moonlight Murder (1936),0.9997331079530777
"Convent, The (Convento, O) (1995)",0.9997331079530777
Never Met Picasso (1996),0.9997331079530777
Follow the Bitch (1998),0.9997331079530777
Illtown (1996),0.9997331079530777
Eden (1997),0.9997331079530777
Mascara (1999),0.9997331079530777
Smoking/No Smoking (1993),0.9997331079530777
Torso (Corpi Presentano Tracce di Violenza Carnale) (1973),0.9997331079530777
Frank and Ollie (1995),0.9997331079530777
Choices (1981),0.9997331079530777
Song of Freedom (1936),0.9997331079530777
Fausto (1993),0.9997331079530777
Ten Benny (1997),0.9997331079530777
Small Faces (1995),0.9997331079530777
Underworld (1997),0.9997331079530777
"Joyriders, The (1999)",0.9997331079530777
Another Man's Poison (1952),0.9997331079530777
Full Speed (1996),0.9997331079530777
Roula (1995),0.9997331079530777
Open Season (1996),0.9997331079530777
"Hungarian Fairy Tale, A (1987)",0.9997331079530777
Spring Fever USA (a.k.a. Lauderdale) (1989),0.9997331079530777
Beauty (1998),0.9997331079530777
Daens (1992),0.9997331079530777
Condition Red (1995),0.9997331079530777
Sonic Outlaws (1995),0.9997331079530777
Wend Kuuni (God's Gift) (1982),0.9997331079530777
Telling You (1998),0.9997331079530777
M�nage (Tenue de soir�e) (1986),0.9997331079530777
"Hippie Revolution, The (1996)",0.9997331079530777
Shadows (Cienie) (1988),0.9997331079530777
Slappy and the Stinkers (1998),0.9997331079530777
"Blood Spattered Bride, The (La Novia Ensangrentada) (1972)",0.9997331079530777
"Silence of the Palace, The (Saimt el Qusur) (1994)",0.9997331079530777
"Five Wives, Three Secretaries and Me (1998)",0.9997331079530777
"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",0.9997331079530777
Running Free (2000),0.9997331079530777
One Man's Hero (1999),0.9997331079530777
Blood and Sand (Sangre y Arena) (1989),0.9997331079530777
"Loves of Carmen, The (1948)",0.9997331079530777
Juno and Paycock (1930),0.9997331079530777
Project Moon Base (1953),0.9997331079530777
Light Years (1988),0.9997331079530777
Legal Deceit (1997),0.9997331079530777
Number Seventeen (1932),0.9997331079530777
Terror in a Texas Town (1958),0.9997331079530777
"Little Indian, Big City (Un indien dans la ville) (1994)",0.9997331079530777
Sleepover (1995),0.9997331079530777
With Byrd at the South Pole (1930),0.9997331079530777
Back Stage (2000),0.9997331079530777
Cheetah (1989),0.9997331079530777
Fall Time (1995),0.9997331079530777
"Naked Man, The (1998)",0.9997331079530777
Tashunga (1995),0.9997331079530777
"Superweib, Das (1996)",0.9997331079530777
"Fantastic Night, The (La Nuit Fantastique) (1949)",0.9997331079530777
Soft Toilet Seats (1999),0.9997331079530777
Make Them Die Slowly (Cannibal Ferox) (1980),0.9997331079530777
"Ring, The (1927)",0.9997331079530777
"Jar, The (Khomreh) (1992)",0.9997331079530777
Sweet Nothing (1995),0.9997331079530777
Get Over It (1996),0.9997331079530777
"Scorta, La (1993)",0.9997331079530777
Relative Fear (1994),0.9997331079530777
Mutters Courage (1995),0.9997331079530777
Dream Man (1995),0.9997331079530777
"Castaway Cowboy, The (1974)",0.9997331079530777
"Boy Called Hate, A (1995)",0.9997331079530777
Mouth to Mouth (Boca a boca) (1995),0.9997331079530777
Aiqing wansui (1994),0.9997331079530777
Trois (2000),0.9997331079530777
Beloved/Friend (Amigo/Amado) (1999),0.9997331079530777
Skipped Parts (2000),0.9997330914193203
"Bells, The (1926)",0.999733087747125
Autopsy (Macchie Solari) (1975),0.9997330873743506
Impact (1949),0.9997330864969427
Slaves to the Underground (1997),0.9997330860888708
Hangmen Also Die (1943),0.9997330860370446
I'll Never Forget What's 'is Name (1967),0.9997330855084888
Daughter of Dr. Jeckyll (1957),0.9997330844066394
Born to Win (1971),0.9997330837275639
It's in the Water (1998),0.9997330826769637
Possession (1981),0.9997330825371624
Broadway Damage (1997),0.9997330824579064
Home Page (1999),0.9997330816748949
Buck and the Preacher (1972),0.9997330786623528
Brown's Requiem (1998),0.9997330782941953
Santitos (1997),0.999733076247419
"Ogre, The (Der Unhold) (1996)",0.9997330750984893
Carnosaur 3: Primal Species (1996),0.9997330711218647
I Am Cuba (Soy Cuba/Ya Kuba) (1964),0.9997330699766038
Six Ways to Sunday (1997),0.999733069304694
"Way of the Gun, The (2000)",0.9997330681807746
Dry Cleaning (Nettoyage � sec) (1997),0.999733067316166
Brenda Starr (1989),0.9997330663954273
Slaughterhouse 2 (1988),0.9997330611922257
"Inheritors, The (Die Siebtelbauern) (1998)",0.9997330610743098
Turn It Up (2000),0.9997330607865887
"Cabinet of Dr. Ramirez, The (1991)",0.9997330586273999
Just the Ticket (1999),0.9997330550579898
Went to Coney Island on a Mission From God... Be Back by Five (1998),0.99973304178402
Jerry & Tom (1998),0.9997330414079145
"Farmer's Wife, The (1928)",0.9997330405183122
Marie Baie Des Anges (1997),0.9997330390824442
"Battle of the Sexes, The (1959)",0.9997330370218701
"Match, The (1999)",0.9997330367850609
Oxygen (1999),0.9997330365879462
"Suburbans, The (1999)",0.9997330339481264
"Sticky Fingers of Time, The (1997)",0.999733032740893
Regret to Inform (1998),0.999733031197444
"Callej�n de los milagros, El (1995)",0.9997330303828391
Unhook the Stars (1996),0.9997330291787627
"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",0.9997330284844619
Coming Apart (1969),0.9997330282661818
Sacco and Vanzetti (Sacco e Vanzetti) (1971),0.9997330273585937
Price of Glory (2000),0.9997330254962756
Circus (2000),0.9997330202698993
Heaven (1998),0.9997330197629252
Hatchet For the Honeymoon (Rosso Segno Della Follia) (1969),0.9997330142660669
Junk Mail (1997),0.9997330117320455
Trans (1998),0.9997330095248005
Sudden Manhattan (1996),0.9997330049881995
Defying Gravity (1997),0.9997330036563575
"War at Home, The (1996)",0.9997330036536075
"Brother's Kiss, A (1997)",0.999732998338045
Man of the Century (1999),0.9997329967975486
Horror Hotel (a.k.a. The City of the Dead) (1960),0.9997329939209401
"Carriers Are Waiting, The (Les Convoyeurs Attendent) (1999)",0.9997329931169685
Born American (1986),0.9997329898835059
"Bat, The (1959)",0.9997329895924969
Retro Puppetmaster (1999),0.9997329839741652
"Big Combo, The (1955)",0.999732977266191
Zero Kelvin (Kj�rlighetens kj�tere) (1995),0.9997329736161983
"Snows of Kilimanjaro, The (1952)",0.9997329718668732
Bay of Blood (Reazione a catena) (1971),0.9997329709305507
"Red Dwarf, The (Le Nain rouge) (1998)",0.9997329692789623
Jeanne and the Perfect Guy (Jeanne et le gar�on formidable) (1998),0.9997329590344067
"Official Story, The (La Historia Oficial) (1985)",0.999732958902774
"Mirror, The (Zerkalo) (1975)",0.9997329586059007
Last Resort (1994),0.9997329578977228
"Love, etc. (1996)",0.9997329572950563
Better Living (1998),0.9997329544480392
Wedding Bell Blues (1996),0.9997329540988494
Male and Female (1919),0.999732940452415
Soft Fruit (1999),0.9997329360018817
Minnie and Moskowitz (1971),0.999732934808471
"Gay Deceivers, The (1969)",0.9997329282596393
Savior (1998),0.9997329281503168
Return with Honor (1998),0.9997329216291222
Snowriders (1996),0.9997329173135358
Paris Was a Woman (1995),0.9997329152399992
Master Ninja I (1984),0.9997329118718253
Montana (1998),0.9997329107254168
Pandora and the Flying Dutchman (1951),0.9997329086092667
Blood on the Sun (1945),0.9997329069556213
Under Capricorn (1949),0.9997329013967144
Modulations (1998),0.9997329010206447
Eaten Alive (1976),0.9997329006435471
Color Me Blood Red (1965),0.9997328936426497
Zachariah (1971),0.9997328931455844
Greaser's Palace (1972),0.9997328928994337
3 Strikes (2000),0.9997328927996386
"Slingshot, The (K�disbellan ) (1993)",0.9997328911450679
"Sunchaser, The (1996)",0.9997328863504501
City of the Living Dead (Paura nella citt� dei morti viventi) (1980),0.9997328830767994
"Specials, The (2000)",0.9997328825890693
"Abominable Snowman, The (1957)",0.9997328825833792
Kicked in the Head (1997),0.999732879953797
"Living Dead Girl, The (La Morte Vivante) (1982)",0.999732871602808
Conceiving Ada (1997),0.9997328682498923
Time Tracers (1995),0.999732866574353
Railroaded! (1947),0.9997328454274184
Something to Sing About (1937),0.9997328450384916
"Last September, The (1999)",0.9997328373289203
Beefcake (1999),0.9997328369563231
Cotton Mary (1999),0.9997328305306736
"Big Carnival, The (1951)",0.9997328256097053
Different for Girls (1996),0.9997328248747794
"Separation, The (La S�paration) (1994)",0.9997328245532519
Simon Sez (1999),0.999732823078342
"Friend of the Deceased, A (1997)",0.9997328223674722
"Truce, The (1996)",0.9997328214494374
Frogs for Snakes (1998),0.9997328191032013
"James Dean Story, The (1957)",0.9997328029859547
Synthetic Pleasures (1995),0.999732799256707
"Terrorist, The (Malli) (1998)",0.9997327986281269
1-900 (1994),0.9997327917104897
Deterrence (1998),0.9997327909086441
Trick or Treat (1986),0.9997327889137869
24 7: Twenty Four Seven (1997),0.9997327732101199
In Old California (1942),0.9997327716826981
Penitentiary II (1982),0.9997327644820296
Trippin' (1999),0.9997327628483709
"Devil Rides Out, The (1968)",0.9997327484238626
Finding North (1999),0.9997327457836727
Afterglow (1997),0.9997327420802101
Criminal Lovers (Les Amants Criminels) (1999),0.9997327387074436
Dark Command (1940),0.9997327359406398
Nightmares (1983),0.9997327338670864
"Actor's Revenge, An (Yukinojo Henge) (1963)",0.9997327303700594
On Our Merry Way (1948),0.9997327285577039
"Wisdom of Crocodiles, The (a.k.a. Immortality) (2000)",0.9997327236971633
Held Up (2000),0.999732721180177
Kidnapped (1960),0.999732711439518
"Big Trees, The (1952)",0.9997327097020873
"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",0.9997327084953234
Pot O' Gold (1941),0.9997327062568236
Human Traffic (1999),0.999732704228545
"King in New York, A (1957)",0.9997326961011594
"To Have, or Not (1995)",0.9997326945030562
"Opportunists, The (1999)",0.9997326906877569
Vampyros Lesbos (Las Vampiras) (1970),0.999732689088322
Daughters of the Dust (1992),0.999732686416873
Intimate Relations (1996),0.9997326797625189
"Sea Wolves, The (1980)",0.9997326793665173
"Crow: Salvation, The (2000)",0.9997326778553517
On the Ropes (1999),0.9997326736747968
Black Tar Heroin: The Dark End of the Street (1999),0.9997326726815563
Slaughterhouse (1987),0.9997326712302088
Taffin (1988),0.9997326699695543
"Loss of Sexual Innocence, The (1999)",0.9997326500510569
Hav Plenty (1997),0.9997326478502016
"Year My Voice Broke, The (1987)",0.9997326452551479
Time Masters (Les Ma�tres du Temps) (1982),0.9997326430500589
Captives (1994),0.9997326149339432
Sunset Strip (2000),0.9997326118535509
"Search for One-eye Jimmy, The (1996)",0.9997326104104212
Tales of Terror (1962),0.9997326093057325
"Tic Code, The (1998)",0.9997325951181866
Retroactive (1997),0.9997325928107821
Cobra (1925),0.9997325894014896
Black Sunday (La Maschera Del Demonio) (1960),0.9997325848272833
"Love Bewitched, A (El Amor Brujo) (1986)",0.999732573731606
"Run of the Country, The (1995)",0.999732565847118
"Tomb of Ligeia, The (1965)",0.9997325658191347
That's Life! (1986),0.999732562086199
"Grandview, U.S.A. (1984)",0.9997325610061392
Nekromantik (1987),0.9997325600603774
Better Living Through Circuitry (1999),0.9997325587541297
"First Love, Last Rites (1997)",0.9997325555084638
All the Rage (a.k.a. It's the Rage) (1999),0.9997325508261862
Experience Preferred... But Not Essential (1982),0.9997325456193292
Voyage of the Damned (1976),0.9997325452114498
Vagabond (Sans toit ni loi) (1985),0.9997325430053043
Funny Bones (1995),0.9997325428706266
Carnosaur 2 (1995),0.9997325417109526
Whatever Happened to Aunt Alice? (1969),0.99973253724821
Turtle Diary (1985),0.9997325370914709
August (1996),0.9997325341857182
Seven Chances (1925),0.9997325337146568
Lucie Aubrac (1997),0.9997325266570866
"Woman of Paris, A (1923)",0.9997325235075515
X: The Unknown (1956),0.9997325207440794
Time of the Gypsies (Dom za vesanje) (1989),0.9997325202696649
Room at the Top (1959),0.9997325193630304
Citizen's Band (a.k.a. Handle with Care) (1977),0.9997325160159398
Silent Fall (1994),0.9997325070511969
Mr. Saturday Night (1992),0.9997325067745338
"Governess, The (1998)",0.9997325002104813
"I Love You, I Love You Not (1996)",0.999732491752769
"Blood, Guts, Bullets and Octane (1998)",0.999732484508543
Class Reunion (1982),0.9997324817524517
Catfish in Black Bean Sauce (2000),0.9997324802619789
Little City (1998),0.9997324783044506
"Son of the Sheik, The (1926)",0.9997324754962106
"Ballad of Narayama, The (Narayama Bushiko) (1982)",0.9997324740700357
Deadtime Stories (1987),0.9997324708605149
Train of Life (Train De Vie) (1998),0.9997324705108359
"Great Locomotive Chase, The (1956)",0.9997324651893107
Kronos (1973),0.9997324623075
Don't Look in the Basement! (1973),0.999732460794035
Mighty Peking Man (Hsing hsing wang) (1977),0.9997324557787656
"Charlie, the Lonesome Cougar (1967)",0.9997324553143354
Ashes of Time (1994),0.9997324537340713
Santa Fe Trail (1940),0.999732450094116
"Midaq Alley (Callej�n de los milagros, El) (1995)",0.9997324482992324
Something for Everyone (1970),0.9997324369225852
Full Tilt Boogie (1997),0.9997324355036803
"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",0.9997324179920531
Aim�e & Jaguar (1999),0.9997324163737006
Devil Girl From Mars (1954),0.999732412791812
Rough Night in Jericho (1967),0.9997324056131913
"Paralyzing Fear: The Story of Polio in America, A (1998)",0.999732403556838
Jamaica Inn (1939),0.9997324024130536
Little Men (1998),0.9997323985467206
Sprung (1997),0.9997323980242181
Tokyo Fist (1995),0.9997323923887937
Diamonds (1999),0.9997323910247333
"Dog of Flanders, A (1999)",0.9997323907011677
Among Giants (1998),0.9997323842151362
Saludos Amigos (1943),0.9997323821384604
Love Is the Devil (1998),0.9997323815387926
Anatomy (Anatomie) (2000),0.9997323786631518
"Ape, The (1940)",0.9997323774177157
"Alarmist, The (1997)",0.9997323747030362
"Slumber Party Massacre III, The (1990)",0.999732369490762
"Substance of Fire, The (1996)",0.9997323685536876
"Hitch-Hiker, The (1953)",0.9997323666993309
"Killer Shrews, The (1959)",0.9997323647054391
"Hour of the Pig, The (1993)",0.9997323598388416
Jail Bait (1954),0.9997323589033263
Two Thousand Maniacs! (1964),0.9997323541686004
"Black Sabbath (Tre Volti Della Paura, I) (1963)",0.9997323493245983
Talking About Sex (1994),0.9997323291570143
"Merry War, A (1997)",0.9997323165779427
Under Suspicion (2000),0.9997323144642645
Avalanche (1978),0.999732311168965
On Any Sunday (1971),0.9997323095478325
"Boys, The (1997)",0.9997323070991633
Molly (1999),0.9997323052165322
Mamma Roma (1962),0.9997323023647441
Loser (1991),0.999732292144436
"Fire Within, The (Le Feu Follet) (1963)",0.9997322815405828
Dear Jesse (1997),0.9997322780248141
And God Created Woman (Et Dieu&#8230;Cr�a la Femme) (1956),0.999732273540459
Prince Valiant (1997),0.9997322724622938
Rent-A-Cop (1988),0.9997322625248746
Dancemaker (1998),0.999732238815955
Year of the Horse (1997),0.9997322379374858
"Walk on the Moon, A (1999)",0.9997322360020025
"Giant Gila Monster, The (1959)",0.9997322357551747
Carmen (1984),0.9997322332156997
"Allnighter, The (1987)",0.9997322287251987
Joe the King (1999),0.9997322237638786
Second Best (1994),0.9997322181953584
"Killing of Sister George, The (1968)",0.9997322080145168
Native Son (1986),0.9997322027659173
"Story of G.I. Joe, The (1945)",0.9997321925090004
Rich and Strange (1932),0.9997321909970073
Strangeland (1998),0.999732186623472
Belizaire the Cajun (1986),0.9997321847933794
"Three Ages, The (1923)",0.9997321841157211
For All Mankind (1989),0.999732180800425
Guantanamera (1994),0.9997321790063821
About Adam (2000),0.9997321762581542
Trixie (1999),0.9997321753119153
Fever Pitch (1997),0.9997321735651686
Onegin (1999),0.999732170605042
Asylum (1972),0.9997321705320945
"Mummy's Ghost, The (1944)",0.9997321561486041
"Slumber Party Massacre, The (1982)",0.9997321457354561
Solas (1999),0.9997321441004554
Stranger in the House (1997),0.9997321401899285
Stag (1997),0.9997321367944086
Make Mine Music (1946),0.9997321345728495
Prom Night III: The Last Kiss (1989),0.9997321308269945
"Spiral Staircase, The (1946)",0.9997320988625891
Cool as Ice (1991),0.9997320923930592
Pajama Party (1964),0.9997320741153021
Limelight (1952),0.9997320555886734
Murder! (1930),0.9997320521762495
"Kindred, The (1986)",0.9997320504853865
Sorority House Massacre (1986),0.9997320473427689
Stiff Upper Lips (1998),0.9997320440214414
"In Crowd, The (2000)",0.9997320415066434
"Hideous Sun Demon, The (1959)",0.9997320397009205
"Walk in the Sun, A (1945)",0.9997320366086284
"Man from Laramie, The (1955)",0.9997320357358022
Cavalcade (1933),0.9997320343870785
Stars and Bars (1988),0.9997320321087695
Little Boy Blue (1997),0.9997320284460173
Cross of Iron (1977),0.9997320235632906
Up at the Villa (2000),0.9997320212755636
Melody Time (1948),0.9997320094633729
Raise the Titanic (1980),0.9997320086002572
Blood Feast (1963),0.9997319993591379
Psycho Beach Party (2000),0.9997319956940064
Freedom for Us (� nous la libert� ) (1931),0.9997319936443922
Sorority House Massacre II (1990),0.9997319912740875
Endurance (1998),0.9997319904237719
Mass Appeal (1984),0.9997319883059854
Battling Butler (1926),0.9997319839342673
"Second Jungle Book: Mowgli & Baloo, The (1997)",0.9997319809128913
New Rose Hotel (1998),0.9997319723923541
Tarzan the Fearless (1933),0.9997319680048009
Committed (2000),0.9997319669491652
Sugar Town (1999),0.9997319539332017
Curse of the Puppet Master (1998),0.9997319500277854
Cabaret Balkan (Bure Baruta) (1998),0.9997319391133036
Dreaming of Joseph Lees (1998),0.9997319272089822
Shanghai Surprise (1986),0.9997319190498511
"Flying Saucer, The (1950)",0.999731911588336
"Couch in New York, A (1996)",0.9997319089050867
Eight Days a Week (1997),0.9997319080439043
Solar Crisis (1993),0.9997319019564466
Killer's Kiss (1955),0.9997319001367881
Bait (2000),0.999731897306331
Cleo From 5 to 7 (Cl�o de 5 � 7) (1962),0.9997318935528227
Identification of a Woman (Identificazione di una donna) (1982),0.9997318918007267
Sarafina! (1992),0.9997318914518128
Horror Express (1972),0.9997318815952231
I Got the Hook Up (1998),0.9997318783131574
Cutter's Way (1981),0.9997318770274698
Incognito (1997),0.9997318769913185
"Circus, The (1928)",0.9997318750168426
Violets Are Blue... (1986),0.9997318737645736
"Crew, The (2000)",0.9997318695100542
"Ugly, The (1997)",0.999731865392161
Roustabout (1964),0.9997318624952688
Chushingura (1962),0.9997318531212298
"Saltmen of Tibet, The (1997)",0.9997318397179732
Requiem for a Dream (2000),0.9997318383953099
G. I. Blues (1960),0.999731837346467
"Sugarland Express, The (1974)",0.9997318252243735
"Brother, Can You Spare a Dime? (1975)",0.9997318179329991
Knightriders (1981),0.9997318112041661
Dangerous Game (1993),0.9997318110897848
Time Regained (Le Temps Retrouv�) (1999),0.9997318065987825
"Good Mother, The (1988)",0.9997318065366145
Alvarez Kelly (1966),0.9997317903374922
"Paradine Case, The (1947)",0.9997317871955242
Kronos (1957),0.9997317848615381
"Perils of Pauline, The (1947)",0.9997317709137937
Love & Sex (2000),0.9997317615571334
Head On (1998),0.9997317540672634
Kim (1950),0.9997317438574614
Rain (1932),0.9997317411778144
Daddy Long Legs (1919),0.9997317401415607
Never Talk to Strangers (1995),0.9997317365690847
Dingo (1992),0.9997317339581889
"Slumber Party Massacre II, The (1987)",0.9997317238735635
Losing Chase (1996),0.9997317120907084
Late Bloomers (1996),0.99973170896495
Dangerous Beauty (1998),0.9997317082709999
Our Town (1940),0.9997317061709264
Private School (1983),0.999731703194064
Wanted: Dead or Alive (1987),0.999731695085397
"Devil's Brigade, The (1968)",0.9997316949351
"Slipper and the Rose, The (1976)",0.99973169161163
Woo (1998),0.9997316906524492
